time	ntp_time	seq_number	A1	A2	A3	A4	A5	A6	A7	AT	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	BT	D1	D2	D3	D4	D5	D6	D7	DT	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	ET	TempArmário
3.256	2023-05-16 11:49:07	1660.0	139.83	168.46	138.15	145.03	109.26	161.95	76.86	25.95	116.65	120.68	60.81	155.37	149.19	157.24	93.13	148.44	31.14	38.36	109.5	114.37	173.84	107.94	105.31	25.79	72.75	157.9	137.85	11.74	66.8	-75.78	302.83	24.85	89.42	73.01	30.66	163.86	135.13	91.8	99.48	70.83	7.064	-57.0	-23.69	58.93	61.27	109.65	334.26	24.81	1525.2
3.258	2023-05-16 11:49:07	1660.0	139.52	168.06	138.36	144.43	110.36	161.95	76.47	26.01	116.96	121.5	61.93	156.18	149.09	158.25	91.93	150.94	31.43	38.06	108.32	115.25	173.75	106.77	104.92	25.79	73.47	156.27	138.55	11.74	66.7	-73.6	302.43	24.85	91.06	74.34	30.46	164.06	134.92	92.6	98.17	72.13	7.661	-56.6	-25.17	58.74	61.46	108.09	335.24	24.8	1525.2
3.26	2023-05-16 11:49:07	1660.0	139.83	168.46	138.15	144.73	109.76	162.35	77.26	25.91	116.65	122.01	61.93	156.08	149.29	157.14	91.03	148.84	31.73	37.86	109.5	114.17	174.53	106.18	105.4	25.73	72.14	156.88	138.05	10.53	67.5	-74.39	302.43	24.88	90.14	74.96	30.77	163.35	134.12	92.7	99.38	71.23	7.064	-57.59	-22.9	57.56	59.6	109.07	333.88	24.75	1525.2
3.262	2023-05-16 11:49:07	1660.0	139.42	167.55	138.76	144.43	109.16	162.55	77.45	26.0	118.08	122.11	61.93	155.97	149.49	157.55	92.33	149.44	30.94	38.06	109.3	114.37	173.84	107.94	106.28	25.68	73.37	157.19	138.55	11.14	67.6	-73.2	303.02	24.88	90.55	75.26	32.19	163.66	135.53	92.6	97.67	71.63	6.666	-56.6	-22.71	58.54	61.07	109.46	333.1	24.84	1525.2
3.264	2023-05-16 11:49:07	1660.0	140.03	168.67	138.36	144.63	110.56	162.55	77.26	25.8	116.96	121.9	61.32	155.57	149.79	159.06	92.13	148.84	31.93	38.36	109.6	114.17	173.84	106.77	104.43	25.79	72.14	156.88	139.16	11.74	66.8	-75.18	302.23	24.75	89.73	75.26	31.78	162.44	135.13	94.01	98.17	70.73	6.666	-56.2	-23.5	58.25	61.27	108.97	334.26	24.81	1525.2
3.266	2023-05-16 11:49:07	1660.0	140.24	167.85	138.76	143.62	109.16	162.25	76.27	25.93	116.24	120.98	61.93	156.58	149.09	158.05	91.73	149.44	30.74	37.27	110.29	114.37	174.04	107.36	105.11	25.53	73.37	157.49	138.45	11.14	67.6	-73.99	302.23	24.83	90.04	73.63	31.28	163.25	134.12	93.41	98.87	71.03	7.163	-57.0	-23.1	57.95	61.07	109.65	333.49	24.63	1525.2
3.268	2023-05-16 11:49:07	1660.0	140.24	168.06	138.66	145.03	109.36	162.55	78.44	25.86	116.75	120.58	62.64	155.37	149.19	157.24	91.73	148.84	32.03	38.56	108.51	114.76	174.82	108.43	105.89	25.68	72.75	156.27	139.06	10.53	67.7	-75.18	302.04	24.75	91.47	74.04	31.17	162.24	135.73	92.81	98.97	72.03	7.362	-56.8	-23.89	57.95	60.09	110.24	334.26	24.78	1525.2
3.27	2023-05-16 11:49:07	1660.0	140.44	168.67	138.36	145.43	109.26	162.55	76.27	26.05	116.65	120.88	62.03	157.5	149.29	157.45	90.73	149.34	31.14	37.86	108.51	113.38	173.84	108.72	105.6	25.68	73.37	156.88	138.55	10.33	67.0	-74.39	302.23	24.95	90.76	74.04	30.97	163.45	134.62	92.81	99.48	70.83	7.661	-57.59	-25.37	59.33	59.99	108.77	332.71	24.78	1525.2
3.272	2023-05-16 11:49:07	1660.0	139.11	168.97	137.95	144.43	109.36	161.95	77.16	26.07	116.44	122.72	61.83	155.97	148.78	158.25	92.03	148.44	31.43	37.27	108.91	114.07	174.53	107.94	106.47	25.65	72.75	156.88	138.05	11.74	67.2	-75.38	303.12	24.88	91.06	75.67	30.77	163.25	134.52	93.81	99.08	71.03	7.76	-57.2	-23.5	56.47	60.39	108.48	333.29	24.75	1525.2
3.274	2023-05-16 11:49:07	1660.0	140.24	168.46	136.84	144.63	109.56	162.15	78.44	25.82	115.83	121.5	60.81	156.79	149.59	157.14	90.33	148.54	30.14	37.47	109.11	113.97	174.24	107.94	106.09	25.69	73.37	157.9	137.34	10.53	66.9	-74.39	303.81	24.73	90.76	73.22	30.36	163.86	134.62	93.01	99.38	71.13	7.263	-56.01	-23.69	58.34	60.97	109.07	333.19	24.78	1525.2
3.276	2023-05-16 11:49:07	1660.0	140.24	167.85	138.86	143.82	108.77	162.55	77.65	26.0	116.44	122.21	60.2	156.58	149.89	158.25	92.33	150.04	30.74	37.86	109.11	114.37	173.45	107.16	104.82	25.78	72.14	157.29	138.65	11.54	68.3	-74.59	303.32	24.9	90.24	74.65	31.48	164.16	135.33	92.6	97.87	71.43	8.258	-57.59	-23.89	58.25	60.78	109.85	333.78	24.8	1525.2
3.278	2023-05-16 11:49:07	1660.0	139.83	168.46	138.15	144.63	108.77	161.56	77.45	25.88	116.65	121.5	61.83	157.4	149.99	157.24	90.93	148.64	30.14	37.47	108.51	114.17	174.63	107.36	104.82	25.7	72.75	158.41	138.45	11.54	68.3	-74.19	303.12	24.8	90.14	73.73	30.77	163.66	135.13	92.2	99.08	71.33	6.865	-57.99	-25.37	58.34	60.19	108.48	334.07	24.73	1525.2
3.28	2023-05-16 11:49:07	1660.0	139.21	168.67	138.76	145.03	109.36	162.94	78.04	25.98	116.13	121.29	61.83	155.67	150.1	158.65	91.73	149.44	30.34	37.67	108.61	114.17	173.26	107.75	104.82	25.73	72.75	156.88	138.45	10.53	68.2	-75.97	302.43	24.88	89.93	74.65	30.77	164.16	134.72	92.81	98.27	71.03	7.263	-57.2	-23.99	58.74	60.97	108.68	333.1	24.68	1525.2
3.282	2023-05-16 11:49:07	1660.0	140.44	168.26	137.95	144.83	108.17	162.15	78.04	25.96	116.44	120.47	61.42	155.57	149.89	158.65	91.13	148.44	30.34	37.17	108.81	113.97	175.31	106.77	105.02	25.73	73.37	156.88	137.85	11.44	66.8	-73.4	302.63	24.87	90.96	74.34	31.78	163.05	134.62	92.81	99.28	71.23	6.666	-56.2	-23.99	58.15	60.29	109.85	333.88	24.75	1525.2
3.284	2023-05-16 11:49:07	1660.0	139.83	168.26	138.36	145.03	110.56	163.14	77.95	26.03	116.34	121.7	61.32	156.18	150.6	157.85	90.83	148.84	31.63	38.26	109.9	113.78	173.45	107.75	105.11	25.78	72.75	156.27	138.15	10.93	67.4	-75.38	302.73	24.93	90.55	75.06	29.95	162.44	135.53	92.2	98.17	71.43	7.163	-57.59	-22.9	58.15	61.37	109.75	334.07	24.8	1525.2
3.286	2023-05-16 11:49:07	1660.0	139.01	167.04	138.15	146.23	109.56	162.35	77.85	25.83	117.06	121.9	61.42	156.68	150.1	157.24	92.33	148.44	31.33	37.96	109.7	113.97	174.04	107.94	106.09	25.8	73.37	155.66	138.45	11.44	66.41	-75.18	302.92	24.7	90.35	75.98	30.77	162.64	135.33	92.81	97.47	70.83	7.661	-57.2	-23.1	57.85	60.97	108.58	334.26	24.83	1525.2
3.288	2023-05-16 11:49:07	1660.0	140.03	169.18	138.76	145.63	110.36	162.74	78.63	25.95	115.31	120.06	60.81	155.47	149.49	158.96	91.13	150.34	31.33	38.06	109.7	113.97	173.45	108.53	105.79	25.63	72.75	157.19	139.06	10.33	68.0	-74.59	302.92	24.85	89.32	73.63	31.99	163.05	134.72	93.61	99.08	71.43	7.163	-57.59	-22.71	57.75	60.39	109.16	333.1	24.73	1525.2
3.29	2023-05-16 11:49:07	1660.0	140.34	167.75	138.46	145.23	109.76	162.65	78.34	25.81	116.96	120.68	61.93	155.47	149.09	156.74	91.03	149.44	30.94	38.16	108.61	113.78	174.53	106.48	105.89	25.73	72.75	155.86	138.65	9.631	67.8	-76.37	302.53	24.68	89.73	74.96	30.77	163.35	135.53	92.5	99.48	70.23	8.258	-57.39	-23.5	57.16	60.39	108.87	334.07	24.83	1525.2
3.292	2023-05-16 11:49:07	1660.0	140.24	168.26	137.75	145.43	108.97	162.94	77.26	25.86	116.13	121.19	61.42	156.79	150.4	157.24	89.83	150.94	30.94	38.36	109.11	114.37	174.43	109.01	105.6	25.73	73.37	157.19	137.85	10.53	67.4	-74.89	302.73	24.75	91.17	74.24	30.97	164.06	134.72	93.41	99.68	71.63	7.263	-57.79	-23.69	57.85	62.15	109.07	334.65	24.83	1525.2
3.294	2023-05-16 11:49:07	1660.0	139.52	168.46	137.75	144.32	109.76	162.74	76.67	25.93	116.44	121.29	62.03	155.57	149.99	157.85	91.63	149.14	31.73	38.36	108.12	114.37	173.65	108.43	105.89	25.68	72.75	157.49	138.05	11.14	67.6	-75.78	302.83	24.83	90.24	74.04	31.38	163.25	134.32	93.01	98.87	70.83	7.163	-56.6	-24.29	57.66	59.99	109.65	334.65	24.78	1525.2
3.296	2023-05-16 11:49:07	1660.0	140.44	168.87	137.55	145.63	109.26	162.15	78.04	25.83	116.24	121.29	60.81	155.97	148.78	158.45	92.63	149.04	30.34	36.87	110.09	113.19	173.65	108.92	105.02	25.6	72.75	158.2	137.95	11.74	67.5	-73.8	302.23	24.7	89.42	74.24	30.36	162.64	135.02	94.01	99.08	70.43	6.865	-56.4	-23.2	56.77	61.46	108.68	333.97	24.7	1525.2
3.298	2023-05-16 11:49:07	1660.0	140.03	168.46	138.96	145.03	108.97	163.14	77.26	26.01	116.65	121.39	61.93	156.79	149.79	158.05	90.93	148.84	30.94	37.27	109.5	112.99	174.73	108.14	105.79	25.53	72.75	157.19	138.45	11.74	66.8	-74.19	302.04	24.93	90.86	74.96	29.65	163.86	134.32	92.6	98.97	71.43	7.163	-57.79	-22.31	56.97	61.76	109.16	333.58	24.55	1525.2
3.3	2023-05-16 11:49:07	1660.0	140.44	168.46	137.55	145.03	108.77	162.45	77.75	25.91	117.26	121.39	60.81	156.08	150.6	158.86	91.43	149.44	29.74	37.07	110.09	113.78	174.04	108.23	105.4	25.65	72.14	157.29	137.95	11.44	67.4	-74.98	302.92	24.8	90.24	74.96	30.97	162.24	134.52	93.01	98.37	70.63	6.865	-57.79	-23.69	57.16	60.58	109.26	333.78	24.75	1525.2
3.302	2023-05-16 11:49:07	1660.0	139.62	168.46	137.75	144.22	109.46	162.25	76.67	26.03	115.62	121.29	61.32	157.4	149.69	158.25	92.73	149.44	30.14	36.28	108.91	114.56	174.04	106.77	106.09	25.8	73.37	157.19	137.34	11.44	68.8	-74.39	303.81	24.79	90.45	74.65	30.77	163.86	134.12	92.6	97.47	71.43	7.462	-57.0	-23.69	57.75	60.97	109.07	333.58	24.9	1525.2
3.304	2023-05-16 11:49:07	1660.0	139.83	167.45	138.25	144.53	109.86	162.15	78.24	25.95	117.57	121.29	61.22	156.08	149.59	157.65	91.83	149.44	30.94	38.06	108.91	115.06	175.61	108.43	104.92	25.65	72.75	157.08	137.95	11.54	67.4	-74.49	302.43	24.93	91.37	74.04	30.77	163.86	134.32	93.01	99.38	70.63	7.064	-56.4	-24.09	57.16	60.97	109.36	335.04	24.75	1525.2
3.306	2023-05-16 11:49:07	1710.0	139.62	167.85	137.75	145.43	109.16	162.35	78.24	25.98	116.65	121.9	61.32	157.29	149.79	158.86	92.03	149.14	30.74	37.96	109.9	113.38	174.24	108.53	104.92	25.8	73.37	156.88	138.55	11.44	67.8	-75.18	302.53	24.88	91.47	75.26	30.56	163.76	133.91	93.61	97.17	71.63	7.362	-57.2	-22.9	57.36	59.99	109.65	334.36	24.89	1525.2
3.308	2023-05-16 11:49:07	1710.0	139.21	168.26	138.96	144.63	109.26	162.25	78.04	25.96	116.44	120.58	61.83	156.18	149.49	157.45	91.13	148.84	30.54	38.26	109.5	113.48	174.82	107.16	105.79	25.65	73.37	157.19	138.45	11.14	67.4	-75.18	302.73	24.8	90.35	74.04	31.28	163.05	134.12	93.21	98.47	70.33	6.666	-57.79	-23.69	57.36	59.8	109.16	333.88	24.75	1525.2
3.31	2023-05-16 11:49:07	1710.0	139.62	168.26	138.25	145.73	109.36	162.55	77.26	25.86	117.26	120.98	61.22	156.99	149.19	157.65	91.93	149.44	30.34	37.86	108.91	114.37	174.04	109.01	104.43	25.73	73.98	156.88	138.45	11.14	67.8	-74.79	303.51	24.78	90.86	74.96	31.17	164.87	135.73	92.6	98.47	70.33	7.064	-57.39	-24.09	57.66	60.97	108.58	333.88	24.68	1525.2
3.312	2023-05-16 11:49:07	1710.0	139.83	167.45	137.95	145.83	109.36	162.35	78.24	25.98	116.65	121.7	61.93	155.57	149.29	158.05	91.93	149.44	30.54	37.47	109.7	113.19	173.84	106.87	104.92	25.68	72.14	156.27	138.65	11.14	67.4	-74.98	302.83	24.8	90.14	74.96	30.77	163.05	135.33	92.81	98.47	70.73	7.064	-56.6	-22.71	57.16	60.09	109.07	333.1	24.78	1525.2
3.314	2023-05-16 11:49:07	1710.0	140.24	168.06	138.76	145.03	109.26	163.54	77.65	25.91	117.47	122.62	61.22	156.79	149.79	158.05	91.73	149.64	30.74	38.95	109.7	114.56	173.65	107.36	104.43	25.7	72.75	157.29	138.55	11.54	67.8	-75.18	302.43	24.78	90.55	75.57	30.05	163.86	135.73	93.41	100.38	71.03	6.467	-56.8	-22.71	58.15	61.56	108.68	334.07	24.73	1525.2
3.316	2023-05-16 11:49:07	1710.0	139.83	167.45	137.75	144.53	109.26	162.94	78.04	25.82	116.65	122.11	61.32	157.4	149.79	158.05	91.13	149.34	30.94	38.76	108.91	113.58	174.63	106.38	105.6	25.59	72.75	156.07	137.95	9.33	67.2	-74.79	302.83	24.73	90.24	74.34	31.58	162.64	134.42	92.0	98.07	71.23	7.76	-57.99	-22.9	57.16	62.15	109.26	333.58	24.68	1525.2
3.318	2023-05-16 11:49:07	1710.0	139.62	168.06	138.15	143.82	107.77	162.94	77.26	25.91	116.03	121.7	61.93	156.79	150.4	158.86	92.03	148.24	31.33	38.26	109.4	114.86	174.43	107.36	105.21	25.78	72.75	157.29	137.95	10.93	67.2	-75.78	302.23	24.78	90.76	75.57	31.58	162.84	134.72	93.51	98.17	70.83	6.865	-57.39	-23.5	57.95	60.48	109.16	334.65	24.87	1525.2
3.32	2023-05-16 11:49:07	1710.0	140.24	167.75	137.55	144.73	108.77	162.55	77.26	25.85	117.47	121.7	62.03	155.57	149.79	158.65	90.73	148.84	31.14	36.77	109.3	114.37	173.75	107.16	104.82	25.68	72.75	156.47	137.95	10.93	67.1	-76.17	302.83	24.73	90.14	74.34	31.78	162.44	134.42	92.81	98.47	70.83	7.064	-56.6	-23.69	57.36	60.29	108.87	332.61	24.7	1525.2
3.322	2023-05-16 11:49:07	1710.0	139.62	168.46	138.15	144.63	108.77	162.94	76.47	25.95	116.13	121.29	61.42	158.61	149.69	157.85	90.73	149.44	30.34	37.96	108.91	114.17	175.02	107.65	106.38	25.7	72.65	156.88	137.95	10.93	68.0	-75.38	302.53	24.85	90.55	74.24	30.97	163.66	135.33	92.2	99.08	71.23	7.064	-57.39	-24.88	58.54	61.56	108.68	332.81	24.8	1525.2
3.324	2023-05-16 11:49:07	1710.0	139.83	168.06	137.55	146.23	108.77	162.94	78.04	26.06	117.06	121.5	61.42	155.37	149.89	157.04	91.13	149.64	31.14	37.47	109.4	113.68	174.24	107.94	105.6	25.58	72.75	157.59	137.85	10.93	67.4	-75.38	302.73	24.98	90.35	75.06	31.48	163.05	134.62	93.31	98.47	71.93	7.661	-57.0	-23.5	57.66	59.99	109.16	333.58	24.68	1525.2
3.326	2023-05-16 11:49:07	1710.0	139.62	168.67	138.46	145.23	108.97	162.15	76.67	25.95	117.06	122.01	61.32	156.08	150.3	159.26	91.73	149.64	29.54	37.96	109.11	113.88	174.82	109.01	105.79	25.75	73.37	157.29	138.96	10.53	67.6	-74.39	301.84	24.85	91.17	75.67	30.36	163.45	133.91	92.3	98.77	71.63	7.163	-57.39	-23.69	58.74	60.39	109.07	333.29	24.83	1525.2
3.328	2023-05-16 11:49:07	1710.0	139.21	168.16	137.14	145.43	109.16	162.35	77.85	26.01	116.54	120.88	61.42	156.58	148.58	157.35	90.93	148.44	30.34	38.26	108.91	113.48	173.84	107.94	105.21	25.7	72.75	157.9	138.45	11.14	67.1	-74.79	302.63	24.85	89.83	75.26	31.78	163.96	135.13	92.5	98.67	71.43	7.462	-57.39	-23.89	57.66	61.27	109.07	334.07	24.73	1525.2
3.33	2023-05-16 11:49:07	1710.0	139.42	167.75	137.95	145.23	109.16	161.46	76.86	25.96	116.13	122.93	61.73	155.57	150.2	156.74	91.83	149.14	30.94	37.57	110.0	114.27	173.75	108.23	106.18	25.59	72.14	156.47	137.95	10.53	66.51	-75.38	303.61	24.88	90.55	75.26	30.46	163.15	134.22	92.5	97.07	71.03	6.666	-57.39	-23.5	58.74	60.39	109.95	334.46	24.55	1525.2
3.332	2023-05-16 11:49:07	1710.0	139.62	167.45	138.15	145.13	109.16	162.05	77.16	25.95	116.65	120.88	61.93	157.4	149.49	158.86	91.33	148.84	29.54	37.27	109.5	113.58	173.84	107.94	104.43	25.65	74.59	156.27	138.05	10.93	67.4	-74.49	302.43	24.85	90.86	74.04	31.17	163.45	134.82	93.21	98.47	71.23	7.462	-56.8	-23.69	56.57	59.9	108.87	333.97	24.68	1525.2
3.334	2023-05-16 11:49:07	1710.0	139.93	168.06	137.75	143.92	107.77	163.14	77.55	25.86	116.65	121.29	61.42	157.19	148.98	157.95	92.13	149.44	31.43	38.56	108.91	113.09	173.65	107.36	104.82	25.58	73.47	157.49	137.95	12.74	67.0	-74.59	302.23	24.75	90.76	73.42	30.97	163.55	135.23	92.5	98.27	71.03	7.263	-57.2	-23.2	57.56	62.64	109.26	333.88	24.6	1525.2
3.336	2023-05-16 11:49:07	1710.0	139.42	167.75	137.55	144.73	108.97	162.05	77.26	25.96	117.37	120.58	62.03	156.18	150.2	157.75	91.83	149.14	30.94	37.47	109.5	114.56	174.63	108.04	104.43	25.78	72.75	156.27	137.95	11.54	67.4	-75.08	302.83	24.87	90.76	74.65	31.78	163.05	135.53	93.01	97.87	71.33	7.263	-56.6	-22.9	58.74	61.56	109.55	333.68	24.87	1525.2
3.338	2023-05-16 11:49:07	1710.0	139.21	167.85	137.55	145.13	108.37	162.65	78.34	25.92	116.44	121.19	61.32	156.18	149.09	157.45	92.33	149.14	29.74	38.46	109.3	113.58	174.24	107.94	106.67	25.7	73.98	155.97	137.34	11.14	68.4	-75.18	303.22	24.84	90.35	74.65	30.97	164.06	135.33	92.0	98.67	70.83	7.064	-57.59	-23.1	58.15	61.76	110.24	333.19	24.73	1525.2
3.34	2023-05-16 11:49:07	1710.0	139.62	168.06	137.75	144.02	109.56	163.14	77.26	25.95	116.03	120.37	60.6	156.79	149.49	158.86	91.73	148.44	30.34	37.27	108.91	114.86	173.65	108.14	105.79	25.68	73.37	156.88	137.85	11.74	67.2	-75.38	303.42	24.85	90.35	73.63	30.77	162.84	134.82	92.6	98.17	71.43	6.865	-57.0	-23.3	59.33	59.9	109.07	333.1	24.76	1525.2
3.342	2023-05-16 11:49:07	1710.0	139.42	168.26	137.55	144.12	108.77	162.74	77.85	26.0	116.65	121.6	61.42	155.97	150.4	158.25	92.73	149.14	31.14	37.96	108.91	113.78	174.53	108.23	105.31	25.65	72.75	157.19	137.44	10.93	67.4	-75.38	303.02	24.9	90.14	74.65	31.99	163.25	134.72	92.6	97.27	71.63	7.163	-57.0	-24.68	57.75	60.39	108.68	334.07	24.75	1525.2
3.344	2023-05-16 11:49:07	1710.0	139.62	167.45	138.56	145.33	108.97	162.55	77.95	26.01	116.85	121.29	61.32	155.47	150.7	158.25	91.13	149.74	30.34	37.47	108.61	113.58	174.53	107.16	105.31	25.7	72.75	156.68	138.45	11.74	67.4	-73.6	303.12	24.93	89.93	74.85	31.78	163.35	135.83	93.61	98.47	70.33	7.86	-57.39	-24.58	57.75	60.29	110.24	333.68	24.66	1525.2
3.346	2023-05-16 11:49:07	1710.0	139.21	168.67	138.25	145.13	108.77	162.74	78.24	25.92	116.65	120.88	61.42	157.19	151.01	158.25	92.53	149.04	30.54	38.26	109.7	114.37	174.24	108.53	105.6	25.7	73.98	157.49	137.95	10.53	68.0	-74.98	302.43	24.84	90.14	74.65	31.17	163.66	134.92	92.6	99.38	71.03	7.064	-57.79	-23.0	57.75	60.78	110.14	333.68	24.8	1525.2
3.348	2023-05-16 11:49:07	1710.0	139.01	167.85	137.75	144.83	109.16	162.35	77.06	25.98	117.26	121.29	61.32	155.97	148.88	158.05	91.73	148.74	30.14	37.67	108.12	113.97	174.24	107.16	104.82	25.7	72.75	155.25	137.95	11.44	68.6	-75.18	303.02	24.88	90.86	74.65	30.36	162.84	135.33	92.0	98.07	70.53	7.064	-57.2	-24.29	57.75	61.17	108.68	333.19	24.79	1525.2
3.35	2023-05-16 11:49:07	1710.0	139.62	167.04	137.95	144.83	108.77	162.35	77.75	25.93	117.47	121.5	61.32	156.18	149.29	158.45	91.33	149.44	29.44	38.26	109.7	114.66	174.04	108.72	105.4	25.64	73.37	156.88	138.45	10.33	67.4	-75.38	303.91	24.85	90.55	74.65	30.97	163.45	134.12	93.71	99.38	71.43	6.467	-57.39	-23.69	58.54	61.66	109.46	332.51	24.73	1525.2
3.352	2023-05-16 11:49:07	1710.0	139.62	168.67	138.36	144.22	109.56	162.45	77.45	25.91	116.13	120.88	60.2	156.18	148.88	157.75	91.43	149.64	30.84	37.27	109.3	113.38	174.73	107.94	105.11	25.67	73.37	157.49	138.45	10.33	67.4	-74.19	302.23	24.8	89.93	74.04	31.38	162.24	135.33	92.6	98.37	70.83	7.661	-57.2	-23.69	58.15	60.39	109.46	333.97	24.83	1525.2
3.354	2023-05-16 11:49:07	1710.0	139.93	168.46	138.36	144.93	108.97	162.94	78.24	25.83	116.65	120.88	60.2	155.37	149.09	157.85	91.43	148.64	31.43	38.66	108.81	114.56	173.84	107.36	103.85	25.58	72.75	156.88	137.95	11.14	68.3	-74.79	303.02	24.88	90.14	74.65	30.97	163.25	134.32	93.01	98.07	70.03	7.661	-56.8	-23.99	57.75	59.5	108.97	333.97	24.6	1525.2
3.356	2023-05-16 11:49:07	1710.0	139.21	168.46	137.55	144.83	108.77	162.65	77.85	26.03	117.06	120.58	61.32	154.96	150.7	158.05	91.13	148.44	30.74	36.87	109.11	113.88	173.16	108.04	104.43	25.73	72.75	157.08	138.55	10.93	67.4	-74.39	302.73	24.87	90.55	74.04	30.15	163.25	135.33	92.81	99.48	72.13	7.263	-57.59	-23.3	57.36	60.19	108.48	334.26	24.68	1525.2
3.358	2023-05-16 11:49:07	1710.0	140.03	168.06	138.25	144.63	109.16	162.15	78.04	26.0	116.96	122.01	61.32	156.18	150.8	157.35	91.73	150.24	30.34	37.67	108.91	113.38	174.04	107.36	104.92	25.59	72.75	156.68	138.55	10.33	68.0	-74.98	302.33	24.9	89.73	74.96	29.65	163.35	135.53	91.9	98.97	71.63	7.163	-57.79	-24.48	58.74	60.58	109.16	333.78	24.68	1525.2
3.36	2023-05-16 11:49:07	1710.0	139.42	168.06	137.95	145.43	108.57	162.65	77.55	26.08	116.34	119.96	62.03	156.58	149.39	158.45	91.93	149.14	30.94	37.27	109.11	114.37	174.53	107.45	106.18	25.73	73.37	156.88	138.05	11.14	67.1	-74.79	302.04	24.93	90.55	74.04	30.46	163.05	133.91	93.01	100.28	70.33	7.462	-57.79	-24.09	57.95	60.97	108.58	333.88	24.68	1525.2
3.362	2023-05-16 11:49:07	1710.0	140.75	168.06	138.15	145.23	109.16	162.55	77.26	25.76	118.08	122.11	61.83	157.19	149.69	157.95	92.03	150.94	31.33	37.86	109.3	114.17	174.53	108.53	104.63	25.59	72.14	157.49	138.05	10.93	68.3	-75.18	303.42	24.7	90.55	75.26	31.28	162.64	134.72	92.5	97.67	71.23	6.666	-57.39	-22.71	58.34	61.76	108.68	334.26	24.68	1525.2
3.364	2023-05-16 11:49:07	1710.0	138.8	168.26	138.15	144.73	107.57	163.14	76.67	25.81	117.06	122.31	61.42	156.18	149.29	157.85	91.93	148.14	30.74	36.77	108.61	114.37	174.24	107.45	105.6	25.78	72.14	157.59	139.16	10.53	67.4	-74.09	302.53	24.73	90.35	74.75	30.66	162.74	135.43	92.81	97.27	71.03	6.666	-57.0	-25.17	58.44	61.37	109.85	334.85	24.86	1525.2
3.366	2023-05-16 11:49:07	1710.0	140.24	168.26	137.55	144.73	109.16	162.65	77.06	25.86	116.44	121.9	61.22	156.79	149.69	158.45	91.43	148.74	31.53	38.16	109.11	112.99	174.43	108.14	104.43	25.7	72.14	157.49	137.95	10.53	67.2	-74.19	302.33	24.83	90.35	74.65	30.56	163.25	135.33	93.01	98.37	70.63	7.661	-56.1	-23.1	56.57	59.41	110.63	333.68	24.8	1525.2
3.368	2023-05-16 11:49:07	1710.0	140.03	167.35	138.46	144.12	107.97	161.46	78.24	25.83	116.65	120.88	61.42	156.18	149.89	158.05	91.13	148.84	30.54	38.36	108.91	113.88	174.63	107.55	104.43	25.67	72.75	156.98	138.45	11.14	68.6	-75.38	302.73	24.77	90.76	74.65	31.99	162.74	134.12	92.2	96.87	70.83	7.064	-56.8	-23.2	57.56	61.66	108.48	334.65	24.75	1525.2
3.37	2023-05-16 11:49:07	1710.0	139.42	168.97	137.75	143.82	109.16	163.34	78.24	25.97	116.44	121.5	61.22	156.79	149.89	158.45	92.03	149.14	31.14	38.56	109.5	114.37	173.75	108.43	106.38	25.78	72.75	158.1	138.05	10.93	67.0	-75.38	302.92	24.9	90.24	75.06	30.15	163.25	134.82	93.01	98.57	71.43	6.467	-57.79	-24.29	58.05	60.19	109.46	333.88	24.8	1525.2
3.372	2023-05-16 11:49:07	1710.0	139.62	166.94	137.75	143.92	108.77	162.35	78.04	25.92	115.83	122.21	60.6	156.08	148.18	158.45	92.03	149.64	30.54	37.27	108.91	114.17	174.82	107.06	105.21	25.73	72.75	156.17	138.05	10.93	67.2	-74.98	303.42	24.84	90.14	75.26	30.46	162.64	134.72	92.4	98.27	70.43	6.865	-57.59	-24.09	57.95	61.37	109.26	334.07	24.83	1525.2
3.374	2023-05-16 11:49:07	1710.0	140.44	167.85	137.35	144.73	109.46	162.15	76.96	25.83	116.65	121.8	61.93	156.18	148.58	157.75	90.93	149.44	31.63	37.47	110.0	113.68	174.04	108.23	104.92	25.52	73.37	156.88	138.05	10.33	65.81	-74.39	302.53	24.77	90.14	73.93	31.78	164.57	134.32	91.8	99.08	71.33	7.462	-57.59	-23.5	58.34	61.17	108.29	333.97	24.54	1525.2
3.376	2023-05-16 11:49:07	1710.0	139.42	168.67	139.26	144.83	108.67	162.74	77.85	25.95	117.26	121.9	61.83	156.28	148.88	159.06	91.93	148.54	30.94	37.47	109.7	114.17	174.63	108.23	106.18	25.65	72.14	157.49	139.06	10.93	67.4	-74.39	303.81	24.78	90.24	74.65	29.95	164.06	135.33	93.01	98.07	71.43	6.467	-56.8	-23.0	58.44	60.97	110.24	333.49	24.68	1525.2
3.378	2023-05-16 11:49:07	1710.0	139.42	168.26	137.75	144.32	108.77	162.74	77.45	26.0	116.13	121.39	60.81	155.97	149.99	158.25	91.93	148.54	31.63	37.67	110.09	114.27	174.82	107.16	103.46	25.69	72.75	157.9	137.34	10.93	68.0	-73.99	303.12	24.9	89.93	74.96	30.46	163.25	135.13	93.01	99.38	72.03	7.163	-57.0	-22.61	57.36	61.17	108.48	334.36	24.78	1525.2
