time	ntp_time	seq_number	A1	A2	A3	A4	A5	A6	A7	AT	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	BT	D1	D2	D3	D4	D5	D6	D7	DT	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	ET	TempArmário
1.648	2023-05-16 11:49:05	860.0	139.93	168.16	137.55	144.32	109.56	162.35	76.57	25.96	116.44	122.01	60.81	157.9	148.38	158.25	91.53	148.84	31.63	38.46	108.71	113.68	174.53	106.28	105.21	25.52	72.75	157.29	137.95	11.14	67.8	-73.0	302.53	24.87	89.93	74.04	31.17	163.05	134.62	93.01	99.28	70.83	7.163	-57.59	-24.88	58.15	61.37	109.36	333.88	24.6	1525.2
1.65	2023-05-16 11:49:05	860.0	139.21	167.14	137.55	144.53	109.56	161.85	77.26	25.86	117.26	120.98	61.32	156.89	150.1	158.45	92.33	149.14	31.14	36.87	109.5	112.79	174.24	107.84	106.18	25.81	73.37	157.08	137.95	10.33	67.5	-73.6	303.02	24.82	90.24	73.63	31.68	163.35	134.72	92.81	99.28	71.33	6.865	-57.2	-23.3	58.15	60.78	108.48	334.65	24.84	1525.2
1.652	2023-05-16 11:49:05	860.0	140.03	168.26	137.95	144.32	109.26	162.94	77.55	25.88	116.24	121.6	60.81	156.18	149.89	157.85	92.03	148.44	30.94	37.47	108.71	113.68	173.45	107.36	105.6	25.6	73.37	156.88	138.45	10.33	68.2	-74.98	301.94	24.83	90.04	74.24	31.58	163.45	134.82	93.41	98.37	71.03	7.661	-57.39	-24.29	58.15	60.19	108.48	333.29	24.7	1525.2
1.654	2023-05-16 11:49:05	860.0	139.01	167.04	138.15	145.93	109.46	162.15	77.45	26.0	117.16	122.31	61.32	156.18	149.59	157.65	92.43	148.24	31.33	36.28	109.11	113.58	173.65	107.16	105.6	25.78	72.75	157.49	137.95	11.14	66.51	-75.38	302.43	24.84	90.55	75.36	31.28	163.86	134.62	93.01	98.17	71.33	6.865	-57.2	-23.3	57.56	60.58	109.16	333.49	24.73	1525.2
1.656	2023-05-16 11:49:05	860.0	139.42	168.67	137.75	145.43	109.36	163.24	78.04	25.88	116.65	120.58	60.81	156.18	149.09	157.85	92.53	148.84	29.94	38.26	109.7	114.37	174.24	107.45	105.79	25.75	73.37	156.88	137.95	9.029	67.6	-75.97	302.63	24.75	90.14	73.42	31.17	163.76	134.32	93.01	99.28	71.03	7.263	-57.2	-23.3	57.56	59.8	109.46	333.19	24.76	1525.2
1.658	2023-05-16 11:49:05	860.0	138.8	167.85	137.45	144.43	108.97	162.94	77.55	25.98	117.06	120.68	62.03	156.48	150.1	157.65	91.73	148.84	30.74	38.16	109.3	113.58	173.84	106.58	106.38	25.67	72.75	157.49	137.44	11.14	67.4	-74.39	302.43	24.88	90.24	73.63	30.97	163.35	134.72	92.0	97.87	71.23	7.163	-57.59	-23.5	56.97	60.48	109.07	333.68	24.69	1525.2
1.66	2023-05-16 11:49:05	860.0	139.42	168.06	137.95	145.03	109.36	162.35	78.24	25.95	116.96	122.52	61.42	155.37	149.99	157.35	91.93	149.64	30.54	37.07	109.11	113.29	174.04	107.45	105.6	25.65	71.52	157.49	139.16	10.33	67.4	-75.18	302.63	24.93	90.45	75.26	31.17	163.76	134.92	92.5	99.38	71.03	6.666	-58.58	-23.99	57.75	60.48	109.36	333.68	24.75	1525.2
1.662	2023-05-16 11:49:05	860.0	139.01	168.87	138.86	143.62	108.77	162.94	77.26	25.96	117.06	120.68	60.81	156.79	149.39	158.05	92.73	148.14	29.94	37.47	109.3	113.97	174.04	109.31	104.92	25.63	72.75	157.59	138.65	10.53	68.4	-74.98	303.02	24.87	90.35	74.34	30.97	163.96	135.13	92.81	97.67	70.83	7.163	-56.4	-23.69	58.15	62.35	108.68	334.07	24.59	1525.2
1.664	2023-05-16 11:49:05	860.0	139.31	168.67	138.96	145.03	109.16	162.45	77.36	25.93	116.65	121.5	61.32	156.18	149.49	157.95	92.33	148.24	31.43	37.86	108.91	114.17	173.84	105.99	105.4	25.58	72.75	157.9	139.16	11.74	67.2	-75.18	302.43	24.82	90.86	74.34	30.77	163.45	134.72	92.5	97.47	71.03	6.666	-57.39	-24.09	58.25	59.7	109.65	333.49	24.6	1525.2
1.666	2023-05-16 11:49:05	860.0	140.03	168.67	138.86	144.32	109.76	163.54	77.26	26.01	116.85	121.29	61.32	156.79	149.89	157.95	92.73	150.04	30.74	37.67	109.4	113.58	174.04	108.53	104.43	25.6	72.04	157.49	138.45	11.14	67.4	-75.18	302.53	24.93	90.65	73.63	31.58	164.06	134.82	92.81	98.77	71.63	6.566	-57.79	-23.5	56.77	59.6	110.04	333.19	24.7	1525.2
1.668	2023-05-16 11:49:05	860.0	138.8	166.84	137.95	145.53	108.77	162.74	77.55	25.9	117.37	120.06	61.93	157.4	149.29	159.26	92.33	149.44	31.63	37.86	108.71	113.97	174.53	106.77	105.4	25.58	72.75	156.68	137.44	10.53	66.8	-74.98	302.04	24.84	90.14	73.63	30.15	163.35	134.82	94.01	97.97	71.43	7.163	-57.79	-23.69	57.36	60.29	109.07	333.49	24.6	1525.2
1.67	2023-05-16 11:49:05	860.0	139.42	168.26	138.56	145.23	108.77	162.74	77.26	25.85	116.44	122.11	61.22	156.79	148.88	157.65	91.53	149.14	30.74	37.47	109.11	113.58	173.84	108.53	104.92	25.75	73.37	156.27	137.85	11.14	69.0	-74.19	302.83	24.8	90.24	74.34	31.17	164.47	134.12	92.6	99.08	71.43	7.064	-56.9	-23.5	58.34	60.68	109.16	334.07	24.78	1525.2
1.672	2023-05-16 11:49:05	860.0	139.52	168.06	138.36	145.43	109.56	161.95	77.75	25.91	116.24	121.5	61.93	156.08	149.39	158.05	90.73	149.44	31.73	37.86	108.91	114.56	173.84	107.36	104.63	25.81	73.37	157.9	139.16	11.54	67.8	-75.78	301.25	24.73	90.04	75.26	30.36	163.76	134.32	92.6	98.87	70.73	8.059	-57.0	-23.5	57.66	59.99	108.87	333.58	24.84	1525.2
1.674	2023-05-16 11:49:05	860.0	139.62	168.46	137.55	144.73	107.77	163.54	78.04	25.88	116.44	121.6	60.71	156.79	149.49	157.75	89.93	149.44	29.94	37.47	109.4	113.78	174.82	107.16	105.89	25.69	73.98	157.29	137.85	9.932	68.4	-74.79	302.83	24.79	90.24	74.65	30.97	163.86	134.12	91.8	99.28	71.33	7.362	-57.2	-23.5	56.77	60.68	109.75	333.49	24.78	1525.2
1.676	2023-05-16 11:49:05	860.0	139.62	167.75	138.66	144.83	109.96	163.24	76.86	26.03	117.06	121.9	61.32	156.79	150.4	157.75	92.33	149.44	30.54	37.27	109.4	113.88	174.04	107.75	105.02	25.75	73.98	157.08	138.45	10.93	66.8	-75.18	302.23	24.87	90.55	74.65	30.36	163.86	135.53	92.4	98.47	71.33	7.163	-57.0	-22.9	58.44	61.37	109.07	333.68	24.84	1525.2
1.678	2023-05-16 11:49:05	860.0	139.42	168.46	138.66	144.22	108.77	162.74	78.04	25.93	118.29	120.37	60.81	156.79	148.98	157.85	91.73	148.84	30.14	37.07	109.9	113.68	174.04	107.94	105.5	25.75	72.75	157.19	138.45	11.14	67.8	-74.39	302.83	24.83	90.45	74.24	30.97	164.98	133.91	92.81	99.08	71.23	7.462	-57.2	-22.51	57.95	59.99	109.26	334.07	24.7	1525.2
1.68	2023-05-16 11:49:05	860.0	140.03	167.65	138.76	145.33	108.57	162.15	77.85	25.98	116.24	121.5	62.54	156.18	149.89	158.25	90.83	149.44	31.43	36.87	108.71	113.48	174.04	109.01	105.21	25.54	73.37	156.68	139.16	10.53	68.2	-74.39	302.63	24.88	90.04	74.34	31.48	163.76	135.43	92.6	98.87	69.93	7.959	-56.6	-24.88	57.16	60.78	109.16	333.97	24.57	1525.2
1.682	2023-05-16 11:49:05	860.0	139.83	167.85	138.15	145.53	109.26	162.45	76.27	26.01	116.65	121.19	62.03	156.58	150.1	158.05	92.33	150.04	30.34	37.77	109.11	114.56	173.84	108.53	104.43	25.65	73.37	156.88	137.85	11.54	67.2	-74.98	302.73	24.85	90.24	74.65	30.56	164.67	134.72	92.81	98.87	70.83	7.661	-57.59	-24.48	58.25	60.58	109.75	334.07	24.68	1525.2
1.684	2023-05-16 11:49:05	860.0	139.83	168.26	138.36	144.53	109.36	162.25	76.57	25.93	117.67	121.7	61.22	155.97	149.59	158.86	91.73	149.34	30.54	37.47	108.81	113.97	174.04	109.01	106.28	25.68	73.37	157.59	137.95	10.93	67.4	-74.59	302.43	24.85	91.17	74.75	30.36	163.05	135.53	92.6	98.27	71.43	7.064	-57.2	-23.5	58.25	60.78	108.68	333.29	24.78	1525.2
1.686	2023-05-16 11:49:05	860.0	138.8	168.26	137.75	144.43	108.77	163.54	78.04	26.03	117.16	122.93	61.22	156.58	149.09	157.04	92.13	150.24	30.34	37.37	109.7	113.88	174.53	107.16	104.43	25.7	72.14	157.19	137.85	10.93	67.2	-75.18	302.63	24.93	90.14	75.26	30.36	163.15	134.72	92.1	98.47	71.43	7.163	-58.19	-23.3	57.95	60.09	108.48	333.88	24.8	1525.2
1.688	2023-05-16 11:49:05	860.0	140.03	167.75	138.36	144.32	109.36	163.14	77.75	25.98	116.65	122.01	62.85	156.79	149.99	158.25	91.83	148.84	31.63	36.87	109.5	113.68	174.63	108.72	105.21	25.46	73.37	156.27	138.65	10.93	68.2	-74.59	303.22	24.88	89.42	74.04	28.73	162.74	135.53	92.4	98.37	72.13	7.064	-56.2	-23.69	57.95	61.66	109.85	333.78	24.55	1525.2
1.69	2023-05-16 11:49:05	860.0	140.03	167.14	138.15	145.23	109.16	162.74	77.45	25.86	116.44	121.19	61.42	156.79	148.68	158.45	91.53	149.44	30.94	37.86	109.3	113.58	175.02	107.36	105.4	25.7	73.98	156.68	138.45	11.14	67.2	-74.79	303.12	24.75	90.14	74.65	31.28	163.76	134.92	92.4	99.78	71.43	6.865	-57.79	-22.71	57.75	60.48	109.07	334.26	24.79	1525.2
1.692	2023-05-16 11:49:05	860.0	139.01	168.87	138.36	144.43	109.76	162.15	78.44	26.0	116.24	121.7	61.32	156.89	149.49	156.84	92.03	148.84	30.94	37.86	109.11	113.97	174.24	107.36	104.92	25.55	72.14	158.51	138.55	10.33	69.1	-74.19	303.61	24.9	89.73	75.57	31.17	164.06	134.82	92.81	98.27	71.63	7.263	-56.9	-24.78	57.36	60.48	109.26	333.88	24.65	1525.2
1.694	2023-05-16 11:49:05	860.0	139.62	168.46	138.76	145.03	109.36	162.45	78.24	25.91	116.65	122.01	61.93	155.67	150.1	158.15	90.33	149.44	30.34	37.47	109.7	113.78	175.02	107.16	105.21	25.7	72.14	157.49	137.85	10.93	67.6	-73.99	302.83	24.8	90.14	74.96	31.48	162.24	134.72	92.81	99.98	70.73	7.263	-56.4	-23.2	57.16	61.07	108.68	334.07	24.73	1525.2
1.696	2023-05-16 11:49:05	860.0	139.42	168.67	137.55	143.92	109.86	161.46	77.06	25.86	116.24	121.39	61.83	156.79	150.6	156.84	91.93	149.14	30.74	37.96	109.7	113.97	174.04	107.16	105.89	25.63	73.37	156.27	137.95	10.93	66.8	-74.98	302.92	24.75	90.45	74.96	31.38	163.05	135.02	92.0	98.27	71.43	7.661	-57.0	-23.1	57.95	60.19	108.48	332.42	24.73	1525.2
1.698	2023-05-16 11:49:05	860.0	139.62	168.46	137.95	144.73	109.76	163.34	77.45	25.92	116.65	121.29	61.22	155.26	149.49	157.85	92.03	148.24	31.33	37.86	109.9	114.37	174.24	107.94	104.24	25.81	73.37	156.88	139.16	11.14	68.2	-74.79	303.02	24.84	90.86	74.04	30.15	162.03	135.53	92.2	98.77	70.83	7.064	-57.2	-22.51	57.56	61.66	110.24	333.39	24.84	1525.2
1.7	2023-05-16 11:49:05	860.0	140.24	167.65	137.55	144.53	109.36	162.55	78.04	25.93	116.44	122.11	61.22	155.97	149.89	157.24	91.83	149.44	30.54	37.27	109.9	113.97	173.84	108.23	105.6	25.59	72.14	156.27	137.95	10.53	65.91	-74.29	303.22	24.83	90.35	74.34	29.75	162.84	134.62	91.8	97.97	70.43	7.661	-57.59	-23.59	57.36	59.99	108.97	334.26	24.61	1525.2
1.702	2023-05-16 11:49:05	860.0	139.42	167.14	138.66	145.03	109.26	162.45	76.57	25.91	117.06	122.11	60.81	155.47	150.1	157.75	92.63	148.54	31.14	36.97	108.81	113.78	174.43	106.77	104.43	25.58	72.75	154.85	139.06	11.14	67.7	-73.89	302.04	24.85	90.35	75.06	30.77	163.05	134.72	93.01	99.28	71.33	7.661	-56.3	-23.5	58.15	61.37	108.48	334.26	24.6	1525.2
1.704	2023-05-16 11:49:05	860.0	139.83	168.67	137.75	145.83	108.67	162.05	78.83	25.96	117.16	121.39	61.52	157.9	148.88	157.14	91.93	149.44	31.63	38.16	110.39	114.17	175.31	107.06	105.4	25.6	72.75	158.2	137.95	11.84	67.4	-73.7	302.33	24.87	89.83	74.34	30.97	163.66	134.22	93.01	98.47	71.63	6.566	-56.8	-23.3	58.25	60.97	108.97	334.07	24.63	1525.2
1.706	2023-05-16 11:49:05	910.0	139.21	167.65	139.37	145.13	109.07	163.34	77.06	25.86	115.83	121.09	61.83	156.08	149.49	158.86	91.33	148.84	30.34	37.67	109.4	114.17	174.53	106.77	104.82	25.67	72.14	155.86	139.77	10.53	67.6	-74.98	303.42	24.68	90.55	74.34	29.75	163.35	134.72	93.01	98.07	71.83	7.462	-57.59	-23.5	58.15	61.37	108.48	334.07	24.7	1525.2
1.708	2023-05-16 11:49:05	910.0	139.62	168.06	137.55	145.03	108.77	162.15	77.85	26.07	116.65	121.19	60.81	156.18	149.99	156.84	92.03	149.44	29.94	38.06	109.4	113.97	174.53	107.06	104.82	25.69	72.75	157.19	137.44	10.53	66.6	-76.27	303.61	24.95	89.63	74.44	30.77	163.25	134.32	92.6	98.87	71.63	7.064	-57.59	-23.5	57.56	59.6	109.46	334.07	24.71	1525.2
1.71	2023-05-16 11:49:05	910.0	139.62	167.85	138.76	145.03	108.77	163.34	76.47	26.01	116.24	120.88	61.42	156.58	150.4	158.96	92.13	149.04	31.14	37.77	109.11	113.38	174.53	107.36	104.43	25.71	73.37	156.88	138.45	11.14	66.8	-75.78	302.43	24.99	90.45	73.32	31.17	163.45	135.33	93.61	97.87	71.43	7.263	-57.2	-23.5	57.75	60.29	109.65	333.1	24.8	1525.2
1.712	2023-05-16 11:49:05	910.0	139.42	168.67	137.95	145.43	109.56	162.84	76.86	25.88	116.03	120.58	61.83	155.37	149.69	157.45	91.33	150.04	29.74	37.86	108.81	113.88	174.53	108.43	104.43	25.65	73.37	156.88	139.06	10.53	67.4	-75.08	301.84	24.83	90.14	73.42	31.17	163.35	134.12	92.3	98.67	71.63	7.462	-57.0	-23.5	57.95	60.39	108.48	335.14	24.75	1525.2
1.714	2023-05-16 11:49:05	910.0	139.83	168.36	137.75	143.62	109.56	162.94	77.26	25.93	116.24	122.21	60.81	155.26	150.4	157.45	92.03	148.04	32.03	38.06	110.39	113.97	173.16	108.14	105.21	25.53	72.75	157.08	137.95	11.14	67.6	-74.39	302.63	24.88	90.04	74.65	31.48	162.64	135.93	93.21	98.67	71.03	7.263	-56.8	-23.5	58.54	60.39	108.68	333.68	24.63	1525.2
1.716	2023-05-16 11:49:05	910.0	139.62	167.55	138.66	145.03	109.16	162.65	77.26	25.86	116.44	121.5	61.42	156.08	149.09	158.25	91.33	149.44	30.54	37.47	108.81	113.38	173.84	108.23	105.02	25.65	73.37	156.68	139.06	9.33	67.8	-74.59	302.63	24.78	90.76	74.55	31.99	163.35	135.33	92.6	98.57	71.43	7.462	-56.7	-23.99	58.15	61.37	109.85	334.46	24.61	1525.2
1.718	2023-05-16 11:49:05	910.0	139.62	168.26	137.75	145.03	109.16	163.14	77.36	25.96	116.65	122.11	62.03	155.97	149.89	157.85	91.93	150.04	30.94	37.86	109.4	113.58	173.26	107.94	104.24	25.58	71.52	157.29	138.65	9.631	67.2	-75.58	302.43	24.87	90.14	75.06	30.66	163.66	135.33	92.4	98.87	71.43	7.462	-56.2	-23.5	57.56	60.58	109.26	334.07	24.75	1525.2
1.72	2023-05-16 11:49:05	910.0	139.21	168.67	138.86	144.02	107.77	163.74	78.04	25.88	116.44	120.68	61.42	156.58	149.49	157.95	92.03	149.44	31.43	37.67	109.3	113.38	174.04	108.53	104.92	25.73	72.75	157.29	139.26	11.54	67.6	-75.48	302.14	24.79	89.73	73.63	30.77	164.67	135.53	92.5	96.67	72.03	7.661	-57.2	-22.9	57.95	61.95	110.04	334.46	24.83	1525.2
1.722	2023-05-16 11:49:05	910.0	139.83	167.85	137.95	145.93	107.77	162.55	78.44	25.91	117.47	120.88	61.93	155.87	150.4	157.65	91.73	149.44	31.24	38.46	109.11	113.88	174.24	108.53	105.21	25.73	72.75	156.27	139.06	10.33	67.8	-73.8	303.02	24.83	89.93	74.04	30.77	161.63	135.63	93.01	99.08	71.03	7.263	-56.8	-23.99	58.15	60.39	109.07	333.88	24.83	1525.2
1.724	2023-05-16 11:49:05	910.0	139.62	168.67	138.15	145.83	109.86	162.94	77.36	25.93	116.54	120.98	62.03	156.79	150.5	158.25	91.13	148.74	31.63	37.86	109.3	113.58	173.75	107.94	105.21	25.59	73.37	157.9	137.85	10.53	67.4	-74.98	302.83	24.83	90.55	74.24	32.6	164.67	135.13	92.6	97.67	71.33	7.76	-57.79	-22.71	58.74	60.29	107.89	334.26	24.61	1525.2
1.726	2023-05-16 11:49:05	910.0	139.83	168.46	137.95	145.33	108.77	161.66	77.65	25.86	117.06	121.6	60.81	156.18	149.99	158.05	91.93	149.64	31.14	37.27	109.7	112.79	173.45	109.01	104.43	25.65	72.75	157.19	138.55	11.54	68.2	-74.79	303.51	24.78	90.24	73.63	31.68	163.86	134.92	92.81	98.67	70.83	6.467	-57.0	-23.3	57.56	60.97	108.68	334.46	24.61	1525.2
1.728	2023-05-16 11:49:05	910.0	139.83	168.67	138.36	144.53	108.77	163.14	78.63	25.96	116.85	120.98	60.6	156.79	148.58	157.04	92.73	149.74	32.33	36.87	109.11	113.88	174.24	107.94	106.38	25.68	73.37	157.29	138.65	10.93	68.0	-74.29	303.22	24.83	89.93	74.04	30.77	164.47	134.92	91.4	97.87	70.43	7.76	-57.79	-23.89	57.36	62.15	109.26	333.49	24.63	1525.2
1.73	2023-05-16 11:49:05	910.0	139.01	168.06	137.75	145.23	108.37	162.35	77.26	25.85	116.65	121.6	60.81	156.38	149.59	157.65	92.13	149.74	30.34	37.47	108.91	114.56	175.41	107.84	105.99	25.73	72.75	156.98	138.45	11.44	67.6	-74.98	302.23	24.73	90.86	74.65	31.48	163.15	135.23	93.61	98.47	71.43	7.462	-56.3	-24.09	57.75	60.48	108.29	334.65	24.81	1525.2
1.732	2023-05-16 11:49:05	910.0	139.83	167.65	137.75	144.73	108.37	162.55	76.47	25.83	116.65	120.58	61.42	157.19	148.98	158.45	91.63	150.24	30.94	37.27	109.11	114.56	175.02	107.16	104.63	25.65	73.37	156.88	138.05	9.631	69.1	-74.59	303.12	24.7	90.86	74.04	30.36	163.55	134.62	93.01	98.87	71.03	7.064	-57.0	-23.4	58.34	62.15	108.68	333.1	24.75	1525.2
1.734	2023-05-16 11:49:05	910.0	139.21	168.77	137.45	144.83	109.16	161.95	77.95	25.93	116.85	120.68	61.32	156.58	150.1	158.65	90.93	148.44	31.14	37.67	108.91	113.58	174.04	108.72	105.21	25.6	72.75	156.68	137.85	11.14	66.9	-75.48	302.14	24.85	89.93	74.96	30.15	164.06	134.72	93.21	98.67	71.43	7.163	-57.39	-22.9	57.66	60.58	108.97	334.95	24.7	1525.2
1.736	2023-05-16 11:49:05	910.0	140.24	168.26	138.46	144.63	109.96	162.94	77.55	25.88	116.96	121.29	60.81	156.18	149.79	158.45	91.83	149.64	30.74	38.36	109.4	113.97	174.53	107.94	105.4	25.79	72.14	157.59	138.05	10.93	67.6	-75.18	302.53	24.87	90.45	73.63	30.66	163.76	135.53	92.81	99.48	71.03	7.064	-57.0	-23.99	57.75	60.19	108.68	333.88	24.81	1525.2
1.738	2023-05-16 11:49:05	910.0	140.03	168.87	138.76	145.13	108.77	163.34	78.44	26.03	116.24	121.39	62.03	157.19	149.39	157.75	92.53	149.04	30.14	38.06	109.11	112.99	174.43	108.14	105.11	25.65	72.75	157.9	138.45	9.932	66.8	-74.98	302.04	24.93	89.63	75.67	31.28	163.45	135.13	93.41	98.47	71.03	7.263	-57.2	-23.69	57.95	60.39	108.87	334.36	24.68	1525.2
1.74	2023-05-16 11:49:05	910.0	139.62	167.65	138.76	145.23	109.16	162.45	77.85	25.86	117.67	122.21	60.81	155.97	149.59	158.05	91.53	149.44	31.43	37.86	109.7	113.19	175.02	107.55	105.99	25.74	72.14	156.68	138.45	10.33	67.6	-74.79	302.43	24.75	91.17	75.26	30.36	161.73	134.62	92.2	98.27	71.03	7.263	-57.59	-23.4	56.97	60.58	108.87	333.68	24.75	1525.2
1.742	2023-05-16 11:49:05	910.0	140.24	168.26	138.15	146.13	108.97	162.65	79.23	25.96	116.65	121.09	61.32	156.18	149.99	159.26	91.13	148.64	30.94	38.36	109.3	114.17	173.84	108.14	105.02	25.81	72.14	156.88	137.95	10.93	67.0	-74.98	302.92	24.9	90.14	74.34	30.77	163.15	135.13	92.81	99.58	71.33	6.865	-56.6	-23.89	58.15	61.66	108.48	333.49	24.97	1525.2
1.744	2023-05-16 11:49:05	910.0	140.24	167.55	138.76	145.03	108.77	163.34	77.36	26.0	117.06	121.29	62.03	157.29	149.89	158.45	91.33	150.04	30.14	36.68	109.7	114.07	173.84	107.94	104.72	25.52	72.75	156.68	138.45	10.93	68.2	-76.27	302.43	24.88	90.35	73.63	32.4	163.55	135.43	93.01	98.77	71.43	7.462	-57.59	-22.41	57.36	60.78	109.07	334.65	24.6	1525.2
1.746	2023-05-16 11:49:05	910.0	140.03	167.35	137.95	144.02	108.57	162.94	77.06	25.93	116.13	121.29	61.52	156.68	149.09	157.75	93.13	149.64	30.94	38.06	108.91	114.56	174.53	105.89	105.79	25.73	73.37	156.27	137.95	11.74	66.6	-74.39	302.83	24.82	90.14	74.24	30.15	163.25	135.33	91.8	99.08	70.83	7.263	-57.0	-24.09	58.54	61.07	107.6	333.88	24.75	1525.2
1.748	2023-05-16 11:49:05	910.0	140.03	168.26	137.95	145.83	109.66	162.94	76.96	25.9	116.85	121.6	61.42	156.58	148.98	157.04	91.13	147.64	31.43	37.86	108.51	114.17	175.22	106.48	105.02	25.81	72.75	156.88	137.44	10.53	67.4	-74.79	302.14	24.84	90.65	74.65	31.38	162.03	134.62	92.4	99.28	70.73	7.462	-57.2	-23.69	57.85	61.37	108.29	332.81	24.84	1525.2
1.75	2023-05-16 11:49:05	910.0	140.03	167.65	137.95	145.03	108.57	163.34	77.36	25.87	117.06	122.21	61.22	156.58	149.19	157.35	92.23	149.44	30.34	37.86	108.51	113.58	174.04	106.58	104.43	25.63	72.14	156.68	137.75	12.14	66.9	-75.38	302.92	24.78	91.06	74.65	30.15	163.66	134.52	92.5	99.28	71.43	7.163	-57.0	-24.29	57.16	61.17	109.46	333.58	24.78	1525.2
1.752	2023-05-16 11:49:05	910.0	139.62	168.67	138.15	145.33	107.77	162.25	78.54	25.83	117.88	120.88	61.93	156.58	148.58	157.65	90.93	149.34	29.54	36.87	109.3	113.29	173.84	106.77	105.21	25.6	72.75	157.9	138.45	10.93	68.2	-75.68	302.73	24.8	90.24	73.32	30.36	163.76	135.93	93.21	98.77	71.63	7.064	-57.0	-23.69	57.16	59.9	109.26	334.46	24.7	1525.2
1.754	2023-05-16 11:49:05	910.0	139.42	168.77	138.15	144.53	109.26	162.35	77.85	26.0	116.44	122.72	62.44	158.0	149.99	158.45	91.13	149.04	30.94	37.27	109.3	114.66	174.24	107.16	105.31	25.73	71.52	156.68	138.45	9.932	68.4	-75.18	303.12	24.88	90.24	75.67	31.17	163.45	135.13	92.81	98.47	72.23	7.263	-56.8	-23.69	57.46	59.99	108.77	333.49	24.81	1525.2
1.756	2023-05-16 11:49:05	910.0	139.21	169.18	138.36	144.53	108.67	162.55	77.85	26.07	117.16	121.8	60.81	156.18	149.99	157.45	92.93	149.34	29.84	37.47	108.51	114.17	173.84	108.72	106.09	25.67	72.75	158.2	138.55	12.34	68.1	-74.98	303.22	24.95	90.14	75.47	31.48	162.13	135.73	91.6	98.07	71.03	7.561	-56.01	-24.29	58.15	61.56	108.29	333.68	24.75	1525.2
1.758	2023-05-16 11:49:05	910.0	139.83	168.26	137.55	145.23	108.17	162.55	77.85	25.85	116.65	121.29	61.32	156.28	150.4	158.25	91.13	148.84	30.34	37.57	108.32	113.19	174.04	107.36	105.4	25.63	72.75	157.59	138.05	10.53	68.0	-74.79	302.63	24.8	90.14	74.85	31.99	163.35	135.53	92.6	98.67	71.63	6.765	-57.2	-24.88	57.66	60.78	110.24	334.26	24.71	1525.2
1.76	2023-05-16 11:49:05	910.0	140.34	167.35	137.55	143.92	109.16	162.25	77.65	25.95	117.47	121.09	61.93	155.47	150.1	158.25	91.73	147.84	31.43	37.67	109.5	114.17	173.84	106.77	105.99	25.63	72.75	156.88	137.44	10.53	67.4	-75.68	302.14	24.85	90.55	75.06	31.58	163.05	135.33	92.6	98.07	71.23	7.263	-57.0	-22.9	57.75	61.95	109.07	333.49	24.65	1525.2
1.762	2023-05-16 11:49:05	910.0	139.62	168.46	138.46	145.03	109.07	163.34	78.04	25.82	116.65	120.27	62.03	155.97	150.2	157.35	90.93	149.04	30.54	37.86	108.91	114.17	175.02	107.45	105.79	25.73	72.75	155.66	138.45	10.53	67.4	-75.18	302.23	24.73	89.63	74.65	30.56	162.84	135.53	92.5	98.67	72.03	7.362	-57.39	-24.29	57.56	60.78	109.75	333.19	24.83	1525.2
1.764	2023-05-16 11:49:05	910.0	139.42	168.36	138.86	145.83	109.36	162.55	77.36	25.95	115.41	122.21	61.22	156.89	148.98	158.86	90.73	149.04	30.94	37.86	109.11	113.58	173.65	107.36	105.6	25.73	72.14	156.47	138.45	10.93	67.1	-75.08	302.73	24.85	89.83	75.26	30.36	163.25	134.62	92.81	99.68	72.13	7.064	-57.59	-23.69	57.56	60.39	109.26	333.1	24.81	1525.2
1.766	2023-05-16 11:49:05	910.0	140.34	168.06	137.75	145.63	109.26	161.46	77.85	25.82	117.06	120.88	62.03	155.37	149.69	159.66	91.13	149.14	30.14	37.27	109.4	113.38	174.53	107.16	103.85	25.6	72.04	156.88	137.95	10.93	67.2	-75.18	302.23	24.8	91.17	74.04	30.77	163.86	134.72	93.61	97.87	71.83	6.467	-57.2	-23.5	57.75	60.58	108.09	334.75	24.7	1525.2
1.768	2023-05-16 11:49:05	910.0	138.8	168.67	137.35	144.22	108.57	163.93	77.45	25.96	117.47	122.52	61.83	156.58	149.89	158.25	91.73	147.84	31.73	38.76	108.71	113.58	175.02	107.75	104.82	25.75	72.75	156.68	137.44	11.14	67.6	-75.08	302.43	24.9	90.55	75.26	31.17	163.25	135.43	93.61	98.47	72.03	7.462	-57.79	-23.69	57.56	60.58	108.68	334.36	24.76	1525.2
1.77	2023-05-16 11:49:05	910.0	138.8	168.26	137.55	144.43	109.36	162.84	78.04	26.01	117.47	121.6	61.32	156.58	150.7	158.45	92.63	148.84	30.54	37.47	109.9	114.17	174.43	108.14	106.57	25.78	72.75	157.19	137.95	10.33	67.6	-74.79	302.43	24.93	90.14	75.26	30.77	164.27	135.13	92.2	98.47	71.43	7.462	-56.6	-23.1	57.75	60.39	107.89	333.29	24.87	1525.2
