Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [nm]	A2 [nm]	A3 [nm]	A4 [nm]	A5 [nm]	A6 [nm]	A7 [nm]	AT [°C]	B1 [nm]	B2 [nm]	B3 [nm]	B4 [nm]	B5 [nm]	B6 [nm]	B7 [nm]	B8 [nm]	B9 [nm]	B10 [nm]	B11 [nm]	B12 [nm]	B13 [nm]	B14 [nm]	B15 [nm]	BT [°C]	D1 [nm]	D2 [nm]	D3 [nm]	D4 [nm]	D5 [nm]	D6 [nm]	D7 [nm]	DT [°C]	E1 [nm]	E2 [nm]	E3 [nm]	E4 [nm]	E5 [nm]	E6 [nm]	E7 [nm]	E8 [nm]	E9 [nm]	E10 [nm]	E11 [nm]	E12 [nm]	E13 [nm]	E14 [nm]	E15 [nm]	ET [°C]	TempArmário [nm]
0,4000	1684237744	210,00	139,42	168,67	138,15	144,12	108,17	162,65	78,04	25,95	116,65	122,93	60,81	156,79	150,10	158,05	92,33	150,04	30,54	38,26	109,50	114,56	174,43	107,36	105,40	25,78	72,75	157,90	138,45	11,44	67,40	-74,09	302,63	24,78	90,14	75,98	31,78	164,16	135,33	92,81	98,47	71,03	7,561	-57,20	-22,11	57,75	60,19	108,29	333,29	24,80	1525,2	
0,4020	1684237744	210,00	140,03	167,85	138,76	144,22	109,16	162,45	77,06	25,91	117,06	120,98	60,60	155,37	150,60	157,95	92,63	149,34	31,43	38,46	109,11	113,58	174,24	108,53	106,18	25,70	73,37	156,68	138,45	11,44	68,20	-75,58	302,14	24,80	90,55	73,63	30,36	162,84	134,82	92,50	98,37	70,83	7,860	-56,80	-23,69	58,54	61,76	109,26	333,19	24,80	1525,2	
0,4040	1684237744	210,00	139,21	168,67	137,55	143,92	108,17	162,84	77,36	25,91	116,24	120,68	60,71	155,97	149,89	158,25	92,33	149,64	30,14	37,27	109,30	114,37	174,24	106,87	105,60	25,65	73,37	156,88	138,05	10,53	68,00	-74,98	301,84	24,78	90,35	74,34	30,15	162,84	136,04	93,31	98,17	71,63	7,959	-56,60	-24,48	57,66	59,99	108,97	334,26	24,68	1525,2	
0,4060	1684237744	260,00	139,83	166,84	138,66	145,13	109,36	162,35	77,06	26,09	115,72	121,29	61,83	155,57	149,29	158,25	91,53	150,24	32,33	37,86	109,11	113,58	174,43	109,01	106,18	25,79	72,75	155,86	139,06	11,14	67,80	-74,98	302,63	24,93	89,93	74,04	29,95	162,64	135,43	93,01	99,48	71,73	7,860	-57,39	-23,69	57,95	61,17	110,24	333,19	24,75	1525,2	
0,4080	1684237744	260,00	140,13	167,45	138,66	144,12	109,16	161,75	78,63	25,93	116,44	121,60	61,83	157,19	149,29	158,25	91,43	149,44	32,03	37,47	108,51	113,38	173,45	107,16	104,63	25,81	72,14	157,29	138,45	11,74	67,20	-74,49	302,33	24,68	89,93	74,04	30,36	164,06	134,62	93,31	98,27	71,23	7,064	-56,10	-24,78	58,15	61,27	109,07	334,46	24,83	1525,2	
0,4100	1684237744	260,00	139,83	167,24	137,55	145,23	108,77	163,74	76,86	25,93	117,06	121,90	60,20	156,58	150,10	157,14	91,43	148,54	31,43	38,36	109,30	114,37	173,45	108,14	106,09	25,59	72,75	156,27	137,95	9,631	67,40	-73,50	303,22	24,83	91,06	74,65	30,77	162,64	134,72	91,80	98,67	71,73	7,661	-56,40	-24,29	58,05	60,29	109,46	333,58	24,68	1525,2	
0,4120	1684237744	260,00	140,24	167,75	138,15	145,03	109,76	162,94	77,85	25,95	116,13	120,47	61,22	155,37	149,89	157,95	91,93	148,84	31,14	37,67	108,81	113,38	174,82	107,75	105,40	25,75	72,75	156,88	138,45	11,14	67,20	-76,17	302,92	24,83	89,93	73,93	29,14	163,76	134,82	93,21	97,87	71,83	7,362	-57,39	-23,50	57,95	59,99	109,36	332,61	24,84	1525,2	
0,4140	1684237744	260,00	139,83	168,26	138,76	144,73	109,16	162,94	78,04	25,88	116,34	121,90	62,44	156,68	148,48	156,64	91,43	148,84	31,73	38,26	109,70	113,97	173,26	107,75	104,43	25,67	72,75	156,27	139,26	10,53	67,10	-74,79	302,73	24,83	89,32	74,85	29,65	163,05	133,51	90,89	98,47	71,43	7,064	-57,20	-23,69	57,66	60,29	109,07	334,26	24,69	1525,2	
0,4160	1684237744	260,00	139,62	168,26	137,55	145,63	108,77	162,15	77,85	26,08	117,06	122,21	62,03	156,58	148,98	157,04	92,13	149,64	29,94	38,95	109,11	113,48	174,04	107,94	106,47	25,65	73,37	156,88	137,85	10,93	69,20	-76,27	302,73	25,00	91,06	74,65	30,77	162,54	134,62	92,00	98,97	70,43	7,760	-57,20	-23,50	57,75	60,78	108,97	333,00	24,68	1525,2	
0,4180	1684237744	260,00	139,21	167,96	137,55	144,83	109,96	162,74	77,26	25,96	117,16	122,72	60,60	157,40	149,89	158,25	91,73	148,84	31,14	37,86	108,61	113,97	173,45	107,36	105,21	25,58	72,14	155,56	137,44	10,33	66,80	-74,98	302,43	24,90	90,14	75,06	30,56	162,84	134,12	93,61	97,47	71,43	7,860	-57,00	-24,58	57,16	60,29	108,48	334,46	24,68	1525,2	
0,4200	1684237744	260,00	140,24	166,84	137,95	144,83	109,16	162,55	78,83	25,96	116,13	120,47	61,93	157,29	149,59	156,64	91,13	148,14	31,53	37,47	109,30	114,17	174,43	106,48	105,89	25,70	72,75	157,49	138,45	11,44	67,40	-73,99	302,04	24,87	90,55	75,06	30,97	163,66	135,23	91,80	98,07	70,43	6,765	-57,59	-22,51	57,16	59,60	109,07	333,10	24,79	1525,2	
0,4220	1684237744	260,00	140,03	167,65	138,96	144,53	108,37	162,74	77,06	25,81	115,41	119,86	60,81	156,58	149,09	158,65	92,13	150,64	30,54	38,26	109,90	113,58	174,24	108,72	106,57	25,64	72,75	156,88	138,55	12,14	68,00	-74,79	302,43	24,83	90,45	73,32	30,77	163,76	134,12	93,21	99,48	70,83	6,566	-57,79	-23,30	58,34	60,58	108,29	333,29	24,73	1525,2	
0,4240	1684237744	260,00	139,42	168,06	137,35	144,73	108,17	162,94	76,76	26,03	117,06	121,29	62,44	156,18	148,28	158,65	91,03	148,44	31,43	36,97	108,71	113,58	173,65	108,14	105,99	25,80	71,52	157,49	138,05	11,14	67,70	-74,98	302,14	24,90	90,35	75,26	30,36	163,86	134,22	93,41	98,07	70,63	7,462	-57,39	-23,50	57,75	61,17	109,46	332,90	24,83	1525,2	
0,4260	1684237744	260,00	139,72	168,16	138,15	145,43	108,17	163,54	78,04	25,81	116,44	120,58	61,42	157,19	149,29	157,45	90,73	149,44	32,03	38,06	109,70	115,06	174,63	109,31	104,24	25,75	72,14	156,07	137,85	10,93	67,70	-74,59	302,92	24,75	90,24	74,04	31,17	164,06	134,12	91,60	98,87	71,83	7,064	-57,39	-23,79	57,75	62,15	108,58	334,65	24,85	1525,2	
0,4280	1684237744	260,00	139,21	168,06	137,95	145,83	109,36	162,15	78,24	25,95	116,65	122,72	61,32	155,97	149,99	157,85	91,83	148,84	30,34	37,86	108,81	114,17	173,45	107,65	106,09	25,65	73,47	156,88	138,96	11,14	68,00	-75,18	302,43	24,83	89,42	75,67	29,95	163,96	135,13	91,80	98,37	70,83	7,661	-56,80	-23,99	57,36	59,41	108,48	333,88	24,75	1525,2	
0,4300	1684237744	260,00	140,03	168,16	137,95	144,73	108,77	162,94	78,04	25,86	118,08	120,88	60,10	156,79	149,49	157,85	91,13	148,44	31,24	36,87	109,40	114,07	175,80	107,75	104,04	25,65	72,75	157,29	138,65	11,14	66,90	-74,59	302,83	24,70	90,55	74,04	30,15	163,55	134,82	92,20	99,28	71,63	6,865	-57,39	-23,50	57,36	61,95	108,97	333,58	24,68	1525,2	
0,4320	1684237744	260,00	140,54	167,55	137,45	145,53	109,56	162,35	77,85	25,91	116,24	121,50	61,22	157,19	148,88	157,85	91,33	148,84	31,43	36,68	109,50	113,58	174,24	106,77	105,79	25,63	72,14	156,68	138,45	11,54	67,20	-74,79	302,43	24,88	90,65	73,73	30,15	162,24	135,33	92,20	98,77	71,83	6,865	-57,00	-23,30	58,74	60,97	107,89	332,32	24,73	1525,2	
0,4340	1684237744	260,00	139,62	167,65	137,95	144,73	109,16	162,25	77,95	25,98	116,85	121,70	61,83	156,68	150,80	157,65	91,63	149,14	31,14	38,76	109,50	114,17	174,24	107,16	104,63	25,75	73,37	156,68	138,05	10,93	67,20	-74,79	302,83	24,88	90,55	74,24	30,36	163,25	134,82	92,60	98,47	71,03	7,064	-57,59	-24,88	59,13	61,07	108,97	333,88	24,92	1525,2	
0,4360	1684237744	260,00	139,01	168,46	138,56	143,62	108,97	162,94	77,26	25,86	116,65	121,90	61,42	156,18	148,68	157,85	92,03	149,14	30,74	37,47	109,50	114,86	173,45	107,36	106,38	25,50	73,47	156,88	138,45	10,53	67,20	-74,79	303,22	24,83	90,76	74,65	31,78	164,37	134,92	92,20	97,07	71,43	7,661	-57,59	-23,20	58,15	60,78	109,65	332,61	24,59	1525,2	
0,4380	1684237744	260,00	139,21	168,26	138,15	145,83	109,76	162,45	78,04	25,98	117,37	121,80	62,44	156,18	148,58	157,75	90,83	149,64	30,34	38,26	109,40	113,78	174,63	107,36	104,82	25,75	72,75	156,27	138,55	9,932	68,20	-74,59	303,42	24,88	90,76	74,65	30,97	163,05	134,32	93,01	98,97	71,03	7,362	-57,20	-23,50	57,56	59,50	108,29	334,65	24,90	1525,2	
0,4400	1684237744	260,00	139,21	168,06	137,55	144,93	109,36	163,54	77,06	25,93	115,83	120,68	60,71	157,19	151,01	159,06	92,03	149,14	31,14	38,16	109,30	113,88	174,04	106,87	106,38	25,55	73,37	157,29	137,44	11,14	67,80	-75,38	302,23	24,89	90,14	74,96	30,97	162,24	135,13	92,81	98,47	71,33	6,865	-57,39	-22,71	57,95	60,78	109,07	333,49	24,65	1525,2	
0,4420	1684237744	260,00	140,24	167,45	138,15	144,63	109,26	162,94	77,45	26,03	116,85	120,68	60,81	155,97	150,30	157,65	91,43	149,64	30,34	38,06	109,11	114,17	174,24	107,16	105,02	25,74	73,37	157,29	137,85	9,932	68,30	-75,18	302,23	24,93	91,37	74,34	31,38	163,25	134,62	93,01	98,27	71,13	6,865	-57,79	-23,99	57,56	61,95	108,97	333,88	24,75	1525,2	
0,4440	1684237744	260,00	139,42	168,67	138,15	145,43	108,57	162,84	77,85	25,95	116,85	121,29	61,93	157,80	150,20	159,46	92,13	147,84	31,53	37,37	108,81	113,78	173,65	109,31	104,34	25,58	72,14	156,27	137,95	10,53	67,60	-75,38	303,02	24,83	89,93	74,65	30,77	163,76	134,52	92,40	98,47	70,23	7,362	-57,39	-23,50	57,66	60,97	109,26	333,68	24,60	1525,2	
0,4460	1684237744	260,00	139,62	168,26	138,15	146,03	108,77	162,55	76,27	25,95	117,67	120,68	60,71	156,79	150,10	158,25	91,73	150,04	32,13	38,36	107,33	114,66	173,45	107,16	104,72	25,80	73,37	156,27	138,45	10,93	67,80	-74,98	302,43	24,78	91,27	74,96	30,77	162,64	135,33	93,81	98,87	70,43	7,661	-57,20	-25,47	57,36	60,19	109,85	334,07	24,83	1525,2	
0,4480	1684237744	260,00	139,83	168,26	138,56	145,23	108,97	163,14	78,44	25,91	116,96	121,50	60,81	156,58	149,19	157,75	92,03	149,64	31,24	38,06	109,11	113,38	173,45	109,01	106,18	25,76	73,98	156,68	139,06	10,53	67,70	-74,59	303,42	24,88	89,73	75,26	31,48	162,64	133,71	92,40	99,08	71,23	7,064	-57,20	-24,48	57,95	60,29	109,26	333,68	24,85	1525,2	
0,4500	1684237744	260,00	139,72	168,46	138,15	145,43	109,16	162,84	76,86	25,88	117,06	122,01	61,42	156,58	149,59	157,65	91,53	149,04	30,74	37,77	107,82	113,19	175,02	108,53	105,40	25,68	72,75	157,49	139,06	9,631	66,51	-74,79	301,94	24,79	89,63	75,36	31,78	164,06	135,23	93,81	97,47	71,03	6,865	-57,20	-24,48	58,15	61,66	108,48	333,97	24,76	1525,2	
0,4520	1684237744	260,00	138,39	168,06	138,76	145,03	109,66	162,35	77,55	25,85	116,65	122,11	61,32	155,87	149,59	157,35	91,13	149,14	30,94	37,86	109,40	114,17	174,53	107,16	104,43	25,80	73,37	156,68	138,45	10,53	67,40	-75,58	302,73	24,88	90,35	74,34	31,28	162,44	135,23	92,50	98,27	71,23	7,263	-57,20	-21,72	57,95	60,48	108,97	334,26	24,97	1525,2	
0,4540	1684237744	260,00	139,83	167,14	137,55	145,43	109,07	162,65	77,65	25,83	117,16	120,06	61,83	156,79	149,09	157,35	91,13	150,04	31,14	38,56	108,91	114,17	175,22	107,75	105,11	25,70	72,75	157,08	138,55	9,330	67,80	-74,79	302,04	24,85	90,76	73,63	30,15	164,06	134,12	91,90	99,28	71,63	7,064	-57,00	-23,69	57,95	60,19	108,68	334,46	24,73	1525,2	
0,4560	1684237744	260,00	140,24	167,85	138,36	144,43	109,16	162,74	78,04	25,88	116,44	120,06	60,20	156,58	149,69	158,05	91,43	149,34	30,34	38,06	108,91	114,17	175,22	106,58	106,09	25,63	72,75	157,29	137,85	10,53	67,40	-74,19	303,22	24,87	90,76	73,63	30,05	163,25	134,12	92,20	99,08	71,63	7,263	-57,20	-24,29	58,34	62,15	109,16	333,68	24,65	1525,2	
0,4580	1684237744	260,00	139,42	167,45	137,55	146,23	109,76	161,95	77,75	25,81	116,44	121,50	61,83	156,08	149,19	157,45	90,73	150,04	30,74	37,86	109,40	113,58	174,43	106,58	105,02	25,60	72,75	157,29	137,85	11,54	66,21	-74,98	303,02	24,72	89,63	74,34	31,38	162,44	135,53	92,20	99,08	70,23	6,666	-57,00	-23,99	58,15	59,80	110,24	332,81	24,69	1525,2	
0,4600	1684237744	260,00	139,83	168,46	137,14	145,63	108,97	162,15	76,86	25,96	116,65	120,58	61,42	155,97	149,29	158,05	91,73	148,44	31,43	38,46	109,11	114,17	173,06	108,72	105,89	25,73	72,14	156,58	137,44	10,53	68,60	-73,80	303,02	24,87	90,76	74,04	31,78	163,45	134,82	93,41	98,07	71,63	7,860	-57,20	-23,69	57,36	60,58	108,29	334,26	24,74	1525,2	
0,4620	1684237744	260,00	139,83	167,24	137,35	144,12	108,97	162,55	77,26	25,95	117,78	121,90	60,81	156,18	148,58	158,05	91,13	149,44	31,43	37,77	109,70	113,78	175,22	107,75	105,40	25,70	73,37	156,27	138,05	10,93	66,80	-74,59	302,23	24,83	90,35	74,85	29,95	163,25	135,93	93,41	98,97	70,33	7,163	-57,20	-21,72	56,57	61,56	108,29	334,85	24,80	1525,2	
0,4640	1684237744	260,00	139,21	168,97	138,15	144,53	108,97	162,15	78,54	25,91	116,24	122,93	61,32	156,08	150,10	157,55	91,73	149,14	31,73	38,06	108,71	113,88	173,84	108,72	105,40	25,79	72,75	157,08	138,45	10,53	68,00	-73,20	303,51	24,88	89,73	75,26	31,17	163,35	135,33	92,81	98,47	71,23	7,661	-56,10	-23,89	57,46	60,97	109,07	334,65	24,81	1525,2	
0,4660	1684237744	260,00	139,83	166,84	138,15	145,63	109,66	162,94	78,04	26,06	116,85	121,50	61,42	156,08	149,69	158,25	90,53	149,14	29,15	37,86	109,30	114,37	174,63	108,53	104,43	25,73	73,37	155,66	137,95	9,932	67,20	-75,68	302,14	24,98	90,65	73,22	31,28	163,15	134,12	92,60	98,57	71,03	7,064	-56,60	-23,69	57,46	60,68	109,95	333,78	24,68	1525,2	
0,4680	1684237744	260,00	139,31	168,16	137,95	144,22	107,77	160,96	78,24	25,96	117,06	122,01	60,81	156,58	150,60	158,65	91,33	149,34	30,54	38,36	109,11	113,09	174,53	106,58	104,24	25,71	72,85	156,07	137,85	11,14	67,40	-75,58	302,83	24,93	90,35	75,36	31,99	163,25	134,82	93,71	99,38	71,03	7,362	-57,00	-23,40	57,36	61,07	109,46	333,88	24,74	1525,2	
0,4700	1684237744	260,00	139,11	168,46	138,76	145,63	108,97	162,15	77,85	25,93	116,85	121,50	60,81	156,18	148,98	157,75	91,13	149,44	30,34	38,06	108,91	114,17	174,43	108,43	105,79	25,58	72,14	156,88	139,06	10,33	66,80	-74,79	302,23	24,85	91,37	75,06	30,56	163,15	134,62	93,01	98,97	71,03	7,860	-56,10	-24,29	57,66	61,56	108,48	332,51	24,68	1525,2	
0,4720	1684237744	260,00	139,62	168,87	137,75	143,82	109,76	162,74	78,04	25,96	116,34	120,37	62,03	156,08	150,20	157,65	91,73	148,74	31,63	38,26	109,70	114,56	174,73	106,87	105,02	25,63	72,75	158,20	137,85	10,33	68,60	-75,97	301,94	24,90	90,55	74,24	30,36	163,55	135,53	92,40	97,67	71,73	6,666	-57,00	-23,30	58,15	60,78	109,55	333,58	24,65	1525,2	
0,4740	1684237744	260,00	139,83	168,26	137,55	145,13	108,77	162,45	78,04	25,88	117,06	122,11	62,03	156,08	149,39	158,25	91,93	148,44	30,14	37,86	109,70	114,47	173,84	107,45	104,82	25,81	73,47	157,59	138,05	11,14	67,80	-76,17	302,04	24,80	91,58	74,34	30,56	163,05	135,13	92,60	97,47	71,63	7,462	-57,39	-23,10	57,66	61,37	108,68	334,26	24,84	1525,2	
0,4760	1684237744	260,00	139,42	167,65	137,35	144,73	108,77	162,45	78,04	25,88	117,06	121,60	62,03	155,97	149,79	157,45	92,03	150,04	29,74	37,47	109,11	113,09	174,82	107,55	106,67	25,78	72,75	157,59	137,95	10,93	68,00	-74,89	302,83	24,79	90,24	74,65	30,77	164,87	134,32	92,81	99,48	71,43	7,462	-56,40	-23,69	57,75	61,37	109,07	332,71	24,80	1525,2	
0,4780	1684237744	260,00	139,21	167,24	138,66	144,83	108,77	162,74	77,95	25,98	117,06	121,39	61,52	155,47	149,39	159,66	92,33	150,64	31,83	36,97	109,11	114,56	174,43	106,77	106,18	25,75	72,14	156,27	139,06	10,53	68,00	-74,98	302,43	24,95	90,24	75,67	30,77	163,55	134,52	93,01	98,47	71,03	7,462	-57,39	-23,10	57,56	60,19	108,48	333,88	24,83	1525,2	
0,4800	1684237744	260,00	140,13	167,65	138,36	145,13	109,16	162,25	77,95	25,77	116,54	120,58	61,83	156,08	150,20	158,25	91,53	149,44	30,34	37,47	109,11	113,29	174,53	106,38	104,04	25,70	73,37	156,68	138,55	10,93	66,80	-75,38	303,22	24,63	89,83	74,65	30,36	163,66	135,53	93,61	99,28	70,33	7,362	-56,60	-23,10	57,16	61,27	109,07	335,04	24,65	1525,2	
0,4820	1684237744	260,00	139,62	168,36	138,36	144,83	109,16	162,74	77,75	26,06	116,34	120,88	61,42	155,87	150,20	157,65	91,33	148,54	30,54	38,46	109,11	114,17	173,84	108,14	105,79	25,73	73,37	157,08	137,95	11,14	67,40	-74,39	302,63	24,90	90,55	74,65	31,17	163,55	135,53	92,40	98,87	70,63	6,666	-57,00	-23,50	57,75	61,56	109,46	334,26	24,83	1525,2	
0,4840	1684237744	260,00	139,62	167,85	137,75	142,92	109,56	162,35	77,65	25,92	116,75	122,52	61,32	156,08	150,40	157,45	92,33	148,24	31,63	37,77	109,40	114,37	174,04	107,55	106,09	25,67	72,75	157,19	137,44	10,93	67,40	-75,97	302,63	24,78	89,52	75,26	30,97	162,64	135,53	92,00	96,87	70,83	7,860	-57,39	-23,50	57,46	60,97	109,85	333,49	24,70	1525,2	
0,4860	1684237744	260,00	139,21	168,26	138,15	145,13	108,57	163,54	76,86	25,88	116,44	121,60	61,83	156,99	150,10	157,14	92,93	148,54	30,94	38,26	109,50	113,97	174,63	108,53	106,77	25,64	72,85	156,88	137,85	11,74	68,00	-75,38	303,22	24,80	90,14	74,65	29,95	164,47	135,33	91,80	97,47	70,53	7,263	-57,59	-22,90	58,05	60,78	109,65	333,58	24,73	1525,2	
0,4880	1684237744	260,00	139,83	167,55	137,55	144,12	107,57	161,66	78,04	25,96	117,57	121,50	61,42	155,97	149,89	157,75	91,93	149,64	30,54	37,47	108,02	113,97	174,82	107,16	104,43	25,75	73,37	157,19	138,45	11,74	67,40	-74,98	302,04	24,79	90,65	74,65	31,28	163,35	134,82	93,41	98,27	71,23	6,467	-57,59	-23,99	57,66	61,07	109,26	333,97	24,83	1525,2	
0,4900	1684237744	260,00	139,52	168,06	138,36	144,63	109,07	163,24	78,83	25,88	116,85	121,80	60,10	156,18	150,30	157,75	92,73	149,44	31,43	37,17	109,70	113,58	174,82	108,14	104,24	25,65	73,37	156,27	138,05	10,53	67,20	-75,38	302,53	24,80	90,04	75,06	30,66	164,47	135,93	92,40	97,87	71,93	7,163	-57,99	-23,50	57,56	59,99	108,87	334,07	24,75	1525,2	
0,4920	1684237744	260,00	139,83	167,45	137,55	145,43	108,17	162,45	77,06	25,91	116,24	121,09	61,22	156,58	148,48	157,04	91,13	150,94	30,34	37,47	109,30	114,56	173,75	108,23	105,21	25,68	72,14	156,68	138,55	11,14	68,40	-74,98	302,43	24,73	90,04	75,06	30,36	163,55	134,72	92,60	98,47	71,73	8,059	-57,39	-23,69	58,05	60,39	109,07	334,07	24,70	1525,2	
0,4940	1684237744	260,00	139,62	167,85	138,15	144,43	109,16	162,94	78,04	25,96	116,65	122,21	60,20	156,08	149,39	157,85	93,03	148,44	30,94	38,86	108,61	113,97	173,84	107,75	105,60	25,79	73,37	156,88	138,45	11,14	66,80	-74,79	302,83	24,87	90,24	75,26	30,77	163,66	135,13	92,40	96,47	72,13	7,064	-57,20	-24,58	57,16	60,19	109,16	334,26	24,80	1525,2	
0,4960	1684237744	260,00	140,03	168,46	139,37	145,03	109,16	162,74	77,26	25,86	117,16	121,70	61,32	156,68	150,10	156,64	91,33	149,44	29,94	37,96	108,91	112,79	172,86	107,36	104,92	25,58	73,37	157,19	139,06	10,53	68,00	-75,38	302,14	24,75	90,14	75,67	30,56	163,86	135,33	92,20	97,87	70,83	7,163	-57,00	-24,09	58,05	60,39	109,46	334,07	24,66	1525,2	
0,4980	1684237744	260,00	139,83	168,06	138,36	144,63	109,76	163,14	77,85	25,93	116,34	120,68	61,83	156,79	149,99	158,65	91,33	148,84	30,74	37,86	110,00	114,37	174,63	108,14	104,63	25,65	73,37	156,07	138,45	11,54	67,20	-75,58	302,43	24,78	90,55	74,34	29,75	163,76	135,13	93,21	99,28	71,43	6,069	-56,60	-23,50	57,66	60,19	107,89	334,26	24,83	1525,2	
0,5000	1684237744	260,00	139,42	167,96	137,75	144,73	108,67	162,45	78,04	25,96	115,93	121,09	60,81	156,79	149,09	158,65	91,33	150,04	30,94	37,77	109,11	113,88	175,22	106,18	104,24	25,75	73,47	156,88	138,05	9,932	67,40	-74,79	302,14	24,83	89,93	73,73	31,48	164,87	135,33	93,21	98,67	71,03	6,467	-57,00	-23,40	57,66	61,17	108,87	334,65	24,78	1525,2	
0,5020	1684237744	260,00	139,62	167,75	137,75	143,82	107,97	162,94	77,06	25,93	116,65	121,90	62,03	156,18	148,28	158,05	93,13	149,64	30,94	37,86	108,61	114,76	173,16	107,36	106,18	25,59	72,75	157,59	137,85	11,54	68,90	-74,98	303,61	24,89	90,35	74,85	31,99	164,16	134,82	93,21	98,07	71,63	6,268	-57,79	-24,58	58,05	60,78	107,89	332,42	24,68	1525,2	
0,5040	1684237744	260,00	138,60	168,06	138,15	145,03	109,86	162,74	78,24	26,00	117,47	120,88	60,81	155,87	148,98	158,45	91,53	149,74	30,74	36,28	108,12	113,38	174,24	108,53	104,04	25,75	72,75	157,59	137,85	10,93	67,00	-73,99	302,14	24,90	90,55	75,26	32,60	161,83	135,13	93,41	98,67	70,83	6,666	-56,20	-24,68	58,34	60,58	109,26	334,07	24,90	1525,2	
0,5060	1684237744	310,00	139,21	167,65	138,36	145,83	109,96	162,55	77,45	25,88	115,62	120,68	61,32	155,97	150,40	158,45	92,33	149,04	30,54	36,87	108,71	112,79	174,24	107,94	104,43	25,60	72,04	156,88	138,05	9,932	68,30	-74,09	301,84	24,75	89,52	74,55	30,15	163,05	133,81	92,81	98,07	71,43	6,666	-57,39	-24,09	57,36	61,07	108,48	333,58	24,70	1525,2	
0,5080	1684237744	310,00	139,01	168,26	138,25	145,43	109,46	162,45	78,93	26,08	116,44	121,09	61,42	156,58	149,89	157,04	91,53	149,44	30,14	38,36	109,40	114,37	174,24	108,53	105,99	25,83	72,75	156,68	138,45	10,53	67,10	-76,17	302,63	24,95	90,14	74,34	29,85	163,35	134,62	93,01	97,67	71,43	6,467	-56,01	-22,90	57,95	60,39	109,95	332,90	24,78	1525,2	
0,5100	1684237744	310,00	139,83	168,46	138,15	145,63	109,36	162,45	79,03	26,06	116,44	121,39	61,22	156,58	149,69	157,85	91,33	149,64	30,74	38,36	108,91	113,78	174,43	107,36	105,40	25,74	73,37	157,29	138,55	10,33	67,60	-75,18	302,92	24,98	90,14	74,34	31,58	163,25	134,12	93,41	98,37	71,03	6,666	-57,79	-24,09	57,16	60,19	109,07	333,39	24,75	1525,2	
0,5120	1684237744	310,00	139,62	167,24	138,36	144,83	109,26	162,94	77,65	25,83	116,85	120,88	61,32	157,90	149,59	158,15	92,73	148,74	30,54	37,07	109,11	114,37	173,45	106,77	105,40	25,62	72,14	156,27	139,06	11,14	66,60	-75,08	303,42	24,70	89,93	74,65	31,78	164,87	135,23	92,81	97,87	70,83	7,263	-57,59	-23,30	58,44	60,97	108,48	334,26	24,64	1525,2	
0,5140	1684237744	310,00	138,80	168,06	137,55	146,33	107,87	162,94	78,63	26,00	117,26	122,21	61,42	156,08	150,60	157,75	91,33	149,64	30,34	37,86	109,30	113,58	174,24	106,58	104,43	25,60	72,75	155,86	138,05	10,53	68,00	-74,79	302,33	24,84	90,35	74,65	30,15	163,76	134,82	92,40	98,67	71,03	7,064	-57,79	-22,90	56,38	59,80	109,16	333,19	24,70	1525,2	
0,5160	1684237744	310,00	139,62	167,85	138,56	144,83	109,26	162,94	76,67	26,02	117,06	121,29	61,42	155,37	149,89	158,45	91,93	149,64	30,94	36,97	108,02	113,97	173,75	107,75	106,18	25,57	72,75	156,58	138,45	11,14	67,20	-74,19	302,53	24,88	91,17	74,04	30,56	162,84	134,62	92,40	98,87	71,23	8,258	-56,80	-24,58	58,74	61,07	108,68	332,61	24,65	1525,2	
0,5180	1684237744	310,00	139,83	167,65	137,75	144,12	109,66	162,15	77,55	25,86	117,67	120,58	60,20	155,37	149,69	157,65	92,53	148,84	30,74	37,67	109,11	112,99	174,63	106,67	105,02	25,75	72,04	157,19	138,05	10,53	66,60	-75,97	302,63	24,85	90,55	73,42	31,17	162,84	135,33	93,01	98,67	71,33	8,059	-57,20	-23,89	57,16	59,50	109,26	333,88	24,78	1525,2	
0,5200	1684237744	310,00	140,03	168,16	137,95	144,63	108,77	163,54	76,17	25,93	116,44	121,50	61,32	157,19	148,38	158,65	91,73	148,24	32,03	38,26	109,11	114,17	174,24	108,72	105,40	25,65	73,98	157,29	138,45	10,93	68,20	-74,39	302,23	24,85	90,24	75,26	31,38	163,25	135,23	93,41	99,08	70,73	7,760	-56,80	-23,99	58,44	59,11	110,04	333,58	24,61	1525,2	
0,5220	1684237744	310,00	140,24	167,75	137,55	144,63	108,97	161,95	77,65	25,88	116,85	120,78	61,83	155,57	150,40	157,04	91,33	149,14	30,74	36,87	109,11	113,48	174,24	108,14	104,82	25,75	72,75	156,27	137,34	10,93	66,41	-74,79	302,73	24,75	90,04	74,55	30,15	163,25	134,72	92,60	98,77	71,33	7,263	-56,80	-23,50	57,56	61,56	109,07	334,36	24,85	1525,2	
0,5240	1684237744	310,00	139,01	168,06	138,15	144,83	109,76	162,94	77,65	25,96	117,06	120,68	61,42	156,79	149,19	157,45	92,33	148,84	30,74	38,26	109,11	113,19	173,84	107,16	105,99	25,65	72,75	156,27	138,65	9,631	67,20	-74,98	302,23	24,79	90,35	73,63	30,77	163,66	135,02	93,41	98,07	71,83	8,258	-57,20	-23,69	57,56	60,48	109,75	333,39	24,68	1525,2	
