Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [nm]	A2 [nm]	A3 [nm]	A4 [nm]	A5 [nm]	A6 [nm]	A7 [nm]	AT [°C]	B1 [nm]	B2 [nm]	B3 [nm]	B4 [nm]	B5 [nm]	B6 [nm]	B7 [nm]	B8 [nm]	B9 [nm]	B10 [nm]	B11 [nm]	B12 [nm]	B13 [nm]	B14 [nm]	B15 [nm]	BT [°C]	D1 [nm]	D2 [nm]	D3 [nm]	D4 [nm]	D5 [nm]	D6 [nm]	D7 [nm]	DT [°C]	E1 [nm]	E2 [nm]	E3 [nm]	E4 [nm]	E5 [nm]	E6 [nm]	E7 [nm]	E8 [nm]	E9 [nm]	E10 [nm]	E11 [nm]	E12 [nm]	E13 [nm]	E14 [nm]	E15 [nm]	ET [°C]	TempArmário [nm]
2,224	1684237746	1160,0	140,24	169,28	138,46	143,92	109,16	161,95	77,26	25,92	114,80	121,70	60,81	156,18	149,39	158,25	92,03	149,14	31,14	37,86	108,91	114,56	174,53	106,67	105,31	25,70	72,04	157,29	138,45	9,932	67,10	-74,59	302,92	24,78	89,83	74,96	31,17	164,37	134,52	93,31	99,68	71,43	7,064	-57,79	-23,89	58,25	61,86	109,16	332,90	24,78	1525,2	
2,226	1684237746	1160,0	139,83	168,06	138,36	145,43	109,16	163,14	77,06	25,93	117,67	121,19	60,60	156,18	150,20	157,04	91,33	150,04	32,53	37,47	109,70	114,17	175,02	109,31	105,40	25,58	73,37	157,08	138,05	9,932	67,00	-74,39	303,32	24,82	90,55	73,32	30,36	163,45	135,53	91,50	97,67	71,43	7,661	-56,01	-23,00	58,74	63,03	110,04	334,46	24,60	1525,2	
2,228	1684237746	1160,0	140,24	168,06	138,36	144,53	109,76	162,84	77,45	25,98	116,96	120,58	62,64	155,97	150,10	158,86	91,23	150,64	32,33	37,86	108,91	114,17	174,04	108,53	103,85	25,78	73,37	156,27	137,85	11,14	67,20	-75,97	301,64	24,90	90,45	74,04	31,17	162,44	134,72	93,61	99,18	71,93	7,661	-57,20	-24,68	58,34	61,95	109,85	334,26	24,73	1525,2	
2,230	1684237746	1160,0	139,01	167,65	137,75	144,53	108,17	162,74	77,65	25,95	116,75	121,60	61,42	156,08	148,68	158,86	92,33	148,84	31,73	37,47	109,30	114,17	173,84	109,11	105,40	25,58	73,37	156,68	138,05	12,14	68,00	-74,39	302,73	24,78	90,14	74,65	31,17	163,45	134,32	92,60	98,97	71,43	6,865	-55,91	-23,59	57,75	61,17	109,95	333,78	24,68	1525,2	
2,232	1684237746	1160,0	139,21	167,65	138,15	144,22	109,66	162,35	78,04	26,06	116,85	122,11	60,81	155,97	150,80	158,45	91,13	149,74	30,14	37,37	109,70	113,97	174,04	108,72	104,43	25,73	72,14	156,88	137,95	9,932	67,80	-74,19	302,73	24,95	89,93	75,06	31,28	163,05	134,82	93,41	97,87	71,63	7,959	-57,20	-23,10	57,56	59,99	109,26	334,46	24,75	1525,2	
2,234	1684237746	1160,0	140,13	168,06	138,36	145,63	107,97	162,15	77,95	25,88	115,31	122,11	61,32	156,79	149,79	157,85	91,73	149,04	31,53	38,06	108,91	113,58	174,04	108,43	104,43	25,78	73,37	157,80	138,55	10,93	68,10	-73,99	302,83	24,79	89,83	74,34	31,28	164,67	135,53	92,20	98,47	70,83	7,263	-57,99	-23,50	58,34	60,68	108,48	334,07	24,80	1525,2	
2,236	1684237746	1160,0	140,44	167,24	138,66	145,23	108,67	162,15	77,06	25,98	116,13	119,96	62,03	155,87	149,49	158,45	91,93	149,14	31,43	38,46	107,92	113,38	174,24	107,36	104,43	25,65	72,04	156,27	137,95	10,53	68,00	-74,39	302,63	24,80	89,93	74,04	31,17	163,25	134,72	93,71	99,38	71,33	7,263	-57,59	-25,27	57,36	59,99	110,43	333,49	24,75	1525,2	
2,238	1684237746	1160,0	139,83	168,67	137,95	144,53	108,67	163,34	77,95	26,00	115,52	121,50	61,22	156,79	149,39	158,05	92,03	148,44	32,93	38,36	110,29	113,38	174,04	108,23	105,02	25,73	73,47	157,90	138,65	11,74	66,90	-73,80	302,33	24,90	89,93	74,34	31,17	162,84	135,13	92,60	98,47	70,33	7,661	-57,59	-23,20	58,25	60,29	108,68	333,10	24,75	1525,2	
2,240	1684237746	1160,0	140,13	168,06	138,15	145,13	107,77	162,94	78,04	25,88	116,44	120,47	61,42	155,97	150,10	157,55	91,33	149,64	30,54	38,06	110,29	114,17	173,75	107,36	105,31	25,81	73,37	157,29	138,45	11,54	68,30	-75,78	302,92	24,80	90,14	73,22	31,48	163,25	134,72	92,81	98,97	70,43	7,661	-57,39	-22,71	56,77	60,29	109,26	333,49	24,90	1525,2	
2,242	1684237746	1160,0	139,72	168,26	137,95	143,82	108,37	162,15	76,86	25,88	116,65	120,47	62,44	155,57	150,30	157,75	91,73	149,44	32,13	37,86	109,11	114,17	174,04	107,55	105,11	25,81	73,37	157,19	138,35	11,44	67,60	-74,39	303,12	24,87	90,86	74,65	30,66	163,35	133,91	92,60	98,47	71,43	7,163	-57,00	-23,69	58,05	60,97	108,97	335,04	24,84	1525,2	
2,244	1684237746	1160,0	139,42	167,85	139,16	145,83	109,86	162,55	78,04	25,93	116,44	120,06	61,22	156,08	149,39	158,05	92,33	149,34	30,14	38,26	108,91	114,07	174,24	107,06	104,53	25,78	73,37	156,58	138,86	11,54	67,20	-74,79	302,63	24,88	90,24	74,04	31,38	164,16	134,42	92,60	98,77	70,63	7,163	-56,20	-23,69	57,36	60,29	108,48	334,26	24,80	1525,2	
2,246	1684237746	1160,0	139,83	168,06	138,25	145,03	109,76	162,55	77,26	25,88	116,65	121,90	60,81	155,47	149,49	158,25	92,33	149,14	30,94	37,47	109,70	114,56	173,84	106,97	105,21	25,67	73,98	156,27	137,95	10,33	67,00	-74,79	304,11	24,79	90,76	74,85	31,28	164,16	134,82	92,40	98,57	72,03	6,666	-58,19	-23,79	58,34	59,80	109,85	334,07	24,75	1525,2	
2,248	1684237746	1160,0	140,24	168,26	138,76	144,83	109,26	162,65	78,24	25,91	115,83	121,70	60,81	157,29	148,98	158,96	90,33	149,64	32,03	37,27	109,11	114,86	176,10	106,77	106,28	25,60	73,37	157,59	139,06	10,33	67,20	-74,39	302,63	24,80	90,76	75,57	31,48	162,95	133,91	93,01	98,47	70,43	7,263	-56,80	-23,89	58,54	60,97	108,48	333,10	24,69	1525,2	
2,250	1684237746	1160,0	139,83	168,67	138,36	143,62	108,77	162,94	78,24	25,82	116,65	122,11	61,42	155,57	149,79	158,45	92,03	150,04	30,54	38,06	109,50	114,66	174,43	107,55	105,11	25,65	73,37	157,90	138,45	10,53	67,80	-74,49	303,22	24,80	90,24	74,34	31,48	163,86	134,92	93,01	98,47	71,63	7,661	-56,80	-23,20	58,34	60,19	109,26	333,29	24,75	1525,2	
2,252	1684237746	1160,0	139,01	168,46	138,76	145,13	108,57	162,65	76,17	25,88	116,54	121,29	61,93	156,58	148,98	157,65	91,63	148,84	30,14	37,77	108,32	113,97	174,63	107,36	106,09	25,69	73,37	156,47	138,45	12,14	66,80	-74,98	302,73	24,87	90,55	74,85	31,48	162,84	135,13	92,00	97,87	71,63	7,661	-57,59	-24,48	58,74	62,35	109,16	333,68	24,78	1525,2	
2,254	1684237746	1160,0	139,93	168,67	137,95	145,83	107,77	162,35	78,24	25,88	116,34	121,70	61,22	156,79	149,29	157,75	91,43	148,84	31,33	38,46	108,32	114,17	173,45	107,65	106,28	25,60	73,37	157,90	137,85	10,53	67,80	-73,99	303,22	24,87	89,93	74,34	31,17	163,66	135,33	92,60	99,48	70,83	7,462	-57,39	-24,19	56,97	60,19	109,16	333,68	24,63	1525,2	
2,256	1684237746	1160,0	139,52	168,67	138,66	143,62	109,16	162,84	77,85	25,93	117,06	121,50	61,42	157,80	150,30	158,15	92,03	150,04	31,14	37,27	108,91	114,56	173,75	107,75	105,40	25,73	73,47	157,49	138,45	10,33	67,20	-75,58	303,61	24,85	91,06	74,34	32,09	162,95	135,23	93,51	98,87	71,03	6,467	-56,80	-22,90	57,75	60,39	108,48	334,46	24,75	1525,2	
2,258	1684237746	1160,0	139,72	168,26	137,75	145,93	108,57	162,55	77,26	26,02	116,13	122,11	61,22	156,58	149,79	158,05	91,73	148,44	29,74	38,26	108,51	114,17	173,75	107,94	105,70	25,75	72,75	157,19	138,05	10,53	67,10	-74,98	303,02	24,95	89,93	74,34	30,77	164,06	134,32	92,81	99,28	71,43	7,263	-57,20	-24,29	56,97	60,19	109,26	334,65	24,78	1525,2	
2,260	1684237746	1160,0	139,62	167,75	138,36	144,12	109,07	163,34	77,45	25,86	116,85	122,21	61,32	156,79	150,40	159,26	91,13	148,74	31,33	37,86	108,51	114,56	173,06	107,06	105,99	25,65	72,75	157,49	138,55	10,93	67,00	-74,79	302,63	24,83	90,55	74,65	29,95	162,84	134,72	92,81	98,87	71,43	7,263	-56,60	-23,89	58,15	61,17	108,97	334,07	24,74	1525,2	
2,262	1684237746	1160,0	140,03	168,46	138,86	144,53	109,07	162,45	76,86	25,81	116,65	122,01	61,93	156,18	149,49	157,65	92,33	150,64	31,24	37,67	108,91	113,97	174,43	108,53	106,18	25,65	72,14	157,49	138,45	11,14	67,40	-74,19	302,73	24,75	90,76	75,67	29,85	164,16	134,82	93,01	97,67	71,03	7,163	-56,60	-24,09	57,66	59,99	109,85	333,68	24,75	1525,2	
2,264	1684237746	1160,0	139,93	168,46	138,76	145,53	109,16	162,84	77,65	25,93	116,75	121,60	62,03	156,79	150,10	157,45	91,33	148,74	30,74	37,17	109,70	114,37	174,04	107,65	105,21	25,70	72,14	157,19	139,16	10,53	66,80	-75,58	303,22	24,83	89,52	74,65	31,78	163,05	134,12	92,60	99,48	70,83	6,268	-58,38	-24,29	58,15	59,80	109,07	333,49	24,73	1525,2	
2,266	1684237746	1160,0	139,42	168,26	138,25	144,32	110,16	162,15	78,24	25,93	115,93	121,19	62,03	155,97	149,89	158,05	91,33	149,14	31,63	37,47	108,91	113,97	174,63	107,16	104,43	25,86	73,37	157,19	138,45	12,14	67,80	-74,39	303,51	24,82	89,32	75,26	31,17	162,74	134,12	92,60	98,27	71,83	7,163	-57,20	-23,69	56,77	61,56	108,29	334,26	24,83	1525,2	
2,268	1684237746	1160,0	140,13	167,85	137,75	144,43	109,76	162,94	78,54	25,82	116,34	121,19	60,81	157,19	149,19	157,75	92,23	149,14	30,54	37,27	109,40	113,97	174,63	107,94	104,82	25,65	73,37	156,88	138,65	11,44	67,80	-74,89	303,02	24,80	90,55	73,93	31,17	163,45	134,42	92,40	98,77	71,43	6,268	-56,60	-23,50	57,75	61,56	108,68	332,61	24,68	1525,2	
2,270	1684237746	1160,0	139,83	168,16	138,76	145,13	109,76	163,14	77,26	25,90	116,03	120,47	61,22	156,79	149,59	158,45	92,63	148,74	29,74	38,06	110,09	114,37	174,63	108,53	105,79	25,73	72,75	156,68	138,65	10,33	68,30	-74,19	302,73	24,84	90,14	74,55	29,85	163,45	135,23	92,40	99,08	71,63	7,163	-56,80	-22,61	57,36	61,56	108,48	334,26	24,81	1525,2	
2,272	1684237746	1160,0	139,21	168,26	138,25	145,63	109,07	162,55	78,04	25,88	117,06	120,68	62,44	156,18	149,69	158,05	92,93	148,84	30,54	37,47	110,00	113,97	173,84	106,48	105,60	25,70	72,14	157,59	138,45	11,54	67,60	-74,98	302,63	24,75	90,35	74,34	30,36	161,42	134,72	92,81	98,17	71,93	7,064	-57,59	-22,71	57,75	60,39	109,26	334,07	24,80	1525,2	
2,274	1684237746	1160,0	139,21	167,85	138,15	144,43	109,16	162,74	78,04	25,81	115,21	121,70	61,32	156,68	149,39	158,25	92,73	148,64	31,14	37,37	108,91	114,17	173,84	107,94	104,92	25,69	72,75	155,97	138,45	11,74	67,40	-73,99	302,83	24,73	89,42	75,06	31,78	162,84	135,13	92,40	98,97	70,83	7,362	-56,90	-24,09	58,25	60,58	108,48	333,68	24,71	1525,2	
2,276	1684237746	1160,0	140,24	168,06	138,66	146,23	107,17	162,45	77,55	25,88	115,93	121,70	61,22	157,40	149,39	157,45	91,33	148,84	29,54	36,97	108,81	113,58	173,75	107,94	104,72	25,83	72,14	156,47	138,45	10,53	67,80	-75,18	303,02	24,80	89,93	74,96	30,46	163,05	134,52	92,60	99,38	71,33	6,765	-57,79	-23,99	57,56	60,39	109,07	335,82	24,85	1525,2	
2,278	1684237746	1160,0	139,01	167,75	137,55	144,43	108,77	162,15	77,65	25,83	117,26	121,39	60,81	156,68	149,89	158,45	92,53	149,64	30,94	37,07	108,71	114,07	173,26	107,36	105,40	25,73	72,75	157,08	137,85	11,14	66,80	-73,20	303,22	24,80	89,63	74,34	30,46	163,25	134,12	93,01	97,87	71,63	6,765	-57,20	-24,29	56,28	60,48	109,07	333,00	24,81	1525,2	
2,280	1684237746	1160,0	139,01	168,06	137,04	145,63	109,36	163,34	77,65	25,86	115,83	121,39	61,32	156,08	148,98	157,95	92,63	148,64	30,54	37,86	109,11	113,58	174,53	106,77	104,72	25,60	72,75	157,49	137,85	10,93	66,90	-74,59	303,02	24,68	90,14	74,96	30,97	163,05	134,62	93,71	98,47	70,83	7,661	-57,39	-23,30	57,46	60,97	108,97	335,04	24,70	1525,2	
2,282	1684237746	1160,0	139,62	167,45	137,35	144,12	108,77	163,34	76,86	26,00	116,65	121,09	61,42	156,58	149,49	158,25	92,23	149,64	30,54	37,86	109,70	113,88	174,53	107,94	104,92	25,65	72,14	157,29	137,34	11,54	68,90	-75,38	303,51	24,84	90,86	74,34	29,65	163,55	135,33	94,21	98,27	71,63	6,666	-57,59	-22,71	57,66	60,97	108,68	333,88	24,68	1525,2	
2,284	1684237746	1160,0	139,21	168,26	138,15	144,73	107,77	162,65	77,06	25,96	116,44	121,60	61,32	155,97	149,69	158,86	92,03	149,34	31,43	38,26	109,40	113,29	173,16	108,72	104,82	25,58	72,75	156,27	138,05	11,14	67,20	-75,18	302,23	24,80	90,96	74,65	29,75	162,84	133,51	92,60	98,97	71,13	7,860	-57,39	-23,50	58,15	60,39	109,16	333,88	24,60	1525,2	
2,286	1684237746	1160,0	139,42	168,87	138,46	144,22	107,87	162,74	77,65	25,86	116,65	120,88	61,22	155,97	149,79	157,85	90,83	149,14	30,94	38,36	108,81	113,78	174,82	107,36	105,40	25,54	71,42	157,59	138,45	11,14	68,20	-74,98	302,43	24,75	90,14	74,65	30,66	164,06	134,32	92,81	98,07	70,83	7,064	-57,79	-24,58	57,56	60,68	108,48	333,88	24,63	1525,2	
2,288	1684237746	1160,0	139,62	167,65	138,76	144,93	108,37	163,34	77,75	25,85	116,13	121,29	61,42	156,68	149,69	157,65	90,73	150,94	30,74	37,96	108,81	114,76	173,06	107,45	106,57	25,60	73,37	156,88	139,26	10,93	67,80	-74,49	302,14	24,73	89,93	74,65	30,15	163,25	134,12	92,40	98,87	72,63	7,760	-56,40	-23,50	57,85	59,90	109,07	332,42	24,70	1525,2	
2,290	1684237746	1160,0	139,62	168,26	138,96	144,63	108,17	163,34	76,67	25,86	115,83	120,27	61,42	155,37	149,49	157,24	91,93	150,04	30,94	36,87	110,00	114,17	175,22	106,97	105,21	25,73	72,14	158,20	139,26	10,33	67,70	-74,69	303,42	24,68	90,35	73,32	31,38	163,05	134,22	92,81	98,37	71,83	7,362	-57,00	-23,50	58,25	60,58	108,68	333,88	24,83	1525,2	
2,292	1684237746	1160,0	139,83	168,67	138,76	144,63	109,46	163,14	76,67	25,81	117,06	121,60	61,62	156,79	149,99	158,65	92,33	149,44	31,73	38,26	109,40	113,78	173,65	106,87	104,63	25,59	73,37	157,49	138,45	11,74	66,41	-75,58	302,92	24,75	90,55	74,24	31,78	164,67	134,52	92,81	98,87	71,23	7,661	-57,00	-23,99	57,75	60,97	109,16	333,97	24,61	1525,2	
2,294	1684237746	1160,0	139,83	168,46	137,55	145,83	108,77	160,86	78,04	25,91	116,96	122,31	61,32	155,87	149,89	157,65	91,13	149,04	29,74	37,86	109,60	112,99	174,04	107,55	105,11	25,73	72,75	157,29	138,45	11,54	67,10	-74,98	302,73	24,88	90,45	75,67	29,95	163,35	133,51	93,21	98,87	70,63	7,163	-56,80	-22,90	57,95	59,90	110,43	334,07	24,68	1525,2	
2,296	1684237746	1160,0	139,83	168,06	138,15	144,63	108,77	163,34	76,27	25,91	117,26	121,29	60,60	156,79	148,78	157,04	91,63	149,64	30,34	39,05	109,70	113,78	175,02	107,84	104,63	25,70	73,37	157,29	139,06	11,44	68,00	-74,39	303,42	24,80	90,24	74,65	30,36	164,67	135,02	91,40	99,38	71,63	6,765	-57,39	-23,00	58,15	60,78	109,07	334,46	24,73	1525,2	
2,298	1684237746	1160,0	139,62	168,87	137,75	145,23	107,57	162,94	77,75	26,03	116,65	121,60	60,81	156,58	149,79	158,45	90,83	150,94	30,54	38,36	109,30	113,97	175,22	107,36	104,43	25,80	72,75	156,88	138,05	10,93	68,80	-75,97	302,92	24,93	90,76	74,65	31,68	163,45	135,13	92,40	99,48	71,63	6,666	-57,59	-23,69	56,97	60,97	109,65	333,68	24,75	1525,2	
2,300	1684237746	1160,0	138,60	168,26	138,15	143,62	109,56	162,55	77,26	25,86	116,13	121,60	62,03	155,97	150,30	158,65	91,93	148,54	30,54	37,86	109,70	114,37	174,63	106,58	105,31	25,73	72,75	156,27	138,45	11,54	67,40	-74,39	303,22	24,82	89,93	74,04	30,46	162,64	135,93	93,21	99,18	71,33	6,765	-56,80	-23,10	58,74	61,46	108,68	333,39	24,83	1525,2	
2,302	1684237746	1160,0	139,62	167,14	138,56	145,63	108,97	163,14	76,47	25,88	117,78	120,98	61,42	155,97	149,29	158,05	91,13	148,14	31,33	36,18	109,11	114,56	174,63	106,58	106,38	25,63	72,14	155,46	139,66	10,33	68,40	-74,79	303,02	24,87	91,06	74,96	31,38	163,55	134,12	93,41	98,67	70,43	7,462	-56,60	-23,30	58,44	61,76	109,75	333,29	24,65	1525,2	
2,304	1684237746	1160,0	140,03	167,45	138,76	145,03	109,96	163,14	77,45	25,91	116,75	120,98	61,93	156,58	149,39	157,65	91,53	148,84	32,13	37,67	109,11	113,88	174,63	107,36	104,72	25,73	72,75	156,68	139,06	11,74	68,10	-75,18	301,64	24,80	90,14	74,24	30,15	163,55	134,42	92,00	98,57	71,43	7,064	-57,39	-24,58	58,44	61,66	109,07	334,26	24,75	1525,2	
2,306	1684237746	1210,0	140,03	167,55	137,55	145,43	109,26	162,74	77,06	25,93	116,75	120,06	60,81	156,58	150,60	158,25	92,13	148,44	30,04	37,27	109,11	114,17	174,04	106,97	105,21	25,73	72,75	156,68	137,85	10,53	68,00	-75,58	302,04	24,82	90,86	73,63	31,17	162,44	134,82	93,61	97,47	71,63	7,462	-57,59	-23,79	57,75	60,68	109,85	333,88	24,68	1525,2	
2,308	1684237746	1210,0	138,80	168,67	138,15	144,12	109,76	162,55	77,65	25,82	117,67	122,11	61,42	156,79	149,49	158,45	92,23	149,44	31,63	36,87	109,90	112,60	172,86	106,58	105,40	25,67	72,75	157,49	137,85	11,14	67,20	-74,49	302,43	24,73	90,55	75,06	31,17	164,27	134,72	92,40	99,48	70,83	7,163	-57,39	-23,69	57,56	61,86	108,68	333,88	24,63	1525,2	
2,310	1684237746	1210,0	139,01	167,85	137,45	145,83	108,57	162,25	78,04	25,91	117,06	120,47	60,81	156,08	148,98	158,86	91,93	149,14	30,74	37,67	109,50	113,78	173,75	106,58	104,14	25,68	72,75	157,90	137,95	9,631	66,70	-74,49	303,02	24,80	90,24	74,34	30,56	163,76	133,91	93,21	99,08	70,03	7,362	-58,19	-24,09	57,56	60,78	108,87	334,65	24,70	1525,2	
2,312	1684237746	1210,0	139,83	168,97	137,55	143,52	110,56	162,65	78,34	25,98	116,44	120,98	61,42	156,58	150,10	157,45	92,23	148,44	30,94	37,96	108,91	113,97	174,04	107,16	103,85	25,64	72,14	157,49	138,05	12,14	66,80	-74,19	302,73	24,80	89,63	74,24	31,17	162,95	135,33	93,21	98,27	71,43	6,865	-57,39	-24,68	58,44	60,97	109,07	334,46	24,73	1525,2	
2,314	1684237746	1210,0	140,24	167,65	138,76	144,63	109,76	162,55	77,55	25,86	116,85	121,19	61,42	157,19	149,09	157,55	91,43	149,74	30,94	38,06	108,51	114,07	174,82	107,16	106,09	25,55	72,14	156,68	138,45	10,93	67,20	-74,39	302,83	24,75	89,93	74,65	30,77	163,86	135,33	92,30	97,27	71,43	7,760	-57,20	-23,69	57,36	60,78	109,36	333,19	24,65	1525,2	
2,316	1684237746	1210,0	139,31	169,18	138,66	144,83	108,77	162,65	76,86	26,07	115,93	122,11	60,60	156,79	149,89	157,04	90,93	149,64	31,24	38,46	109,11	114,96	174,04	107,75	104,72	25,55	72,75	158,20	138,45	11,54	67,20	-74,59	302,63	24,93	90,86	73,73	31,58	164,47	134,62	92,40	99,28	70,43	7,263	-57,00	-23,69	57,46	60,09	110,63	334,07	24,65	1525,2	
2,318	1684237746	1210,0	139,21	168,06	138,36	144,02	108,77	162,74	77,26	25,86	116,44	121,70	61,93	156,18	149,69	157,85	91,63	148,84	30,54	37,67	109,11	112,60	174,53	107,06	105,79	25,65	73,37	157,49	137,95	10,33	68,60	-73,00	302,43	24,82	90,14	74,24	31,38	161,73	134,72	93,41	99,98	72,03	6,865	-57,29	-24,29	58,15	62,15	108,09	332,90	24,68	1525,2	
2,320	1684237746	1210,0	139,83	168,67	137,24	145,03	109,36	162,94	77,95	25,95	117,06	122,21	60,81	155,37	149,89	158,05	92,53	148,44	29,94	38,06	109,50	114,66	173,75	107,36	104,82	25,68	72,14	157,49	137,34	10,93	67,80	-74,39	302,83	24,83	90,35	75,26	30,56	163,86	135,43	92,00	99,68	71,33	6,467	-55,91	-22,90	57,75	60,19	108,29	332,90	24,70	1525,2	
2,322	1684237746	1210,0	139,42	167,04	138,76	145,03	108,67	161,85	77,26	25,82	116,44	120,47	61,93	156,79	149,39	159,26	92,33	149,24	30,34	37,86	109,90	114,76	175,02	108,53	106,38	25,78	73,37	155,66	139,16	10,93	67,50	-74,79	302,73	24,73	90,14	74,65	30,46	162,74	135,13	93,41	99,48	71,23	7,661	-57,99	-23,30	56,77	60,39	109,85	333,10	24,80	1525,2	
2,324	1684237746	1210,0	139,62	167,65	138,15	144,22	109,16	162,15	78,24	25,93	116,13	121,80	61,93	156,79	149,99	157,85	91,13	148,44	31,14	37,27	109,70	113,97	174,04	108,72	105,21	25,59	73,37	157,19	138,55	11,74	68,20	-74,79	302,43	24,93	89,93	74,44	30,97	163,05	133,91	93,41	97,47	71,23	7,064	-57,00	-23,89	57,75	60,19	108,87	333,68	24,61	1525,2	
2,326	1684237746	1210,0	140,03	167,85	138,15	144,73	109,36	162,55	78,63	25,92	115,83	120,68	60,81	156,58	149,59	157,85	92,33	150,64	30,34	37,86	108,51	113,78	174,82	107,36	105,40	25,59	72,75	156,88	138,55	10,33	67,40	-75,58	302,73	24,78	90,14	74,34	31,17	163,05	135,73	93,41	98,27	71,73	7,760	-57,59	-23,30	57,75	60,68	108,87	334,65	24,68	1525,2	
2,328	1684237746	1210,0	139,72	168,46	138,66	145,63	109,16	162,94	77,55	25,88	116,65	121,70	60,60	156,08	148,78	158,05	92,33	148,74	31,43	37,86	108,71	114,56	173,84	106,87	105,89	25,53	72,75	156,58	138,65	11,14	67,80	-75,48	302,83	24,87	90,14	74,34	30,46	163,86	134,42	92,81	98,67	71,43	7,661	-57,20	-24,29	58,05	59,90	109,07	333,88	24,55	1525,2	
2,330	1684237746	1210,0	139,62	168,26	137,75	145,13	109,07	161,85	77,95	26,00	116,85	120,58	60,81	156,58	149,89	158,25	91,13	149,44	29,94	36,87	107,92	113,38	174,53	108,23	105,40	25,73	73,98	157,59	137,95	11,54	67,10	-74,69	303,22	24,90	90,55	74,65	31,78	162,64	134,82	93,61	98,27	71,93	7,860	-56,40	-24,29	57,26	59,80	109,55	333,78	24,83	1525,2	
2,332	1684237746	1210,0	139,62	168,26	138,66	144,22	108,77	162,65	77,26	26,01	116,65	122,72	61,42	156,79	150,10	157,24	92,13	149,44	30,94	37,96	109,50	114,27	173,45	108,14	104,43	25,73	72,14	156,88	139,06	11,44	67,40	-74,69	303,12	24,97	90,14	75,67	31,17	164,47	135,33	91,80	97,17	71,43	6,566	-57,99	-24,88	58,54	60,97	108,68	334,65	24,75	1525,2	
2,334	1684237746	1210,0	140,03	168,46	138,96	144,22	109,76	162,74	77,65	25,96	117,67	120,37	61,42	155,57	149,49	157,75	91,93	149,24	31,63	37,27	108,81	112,60	173,65	108,92	104,72	25,68	72,14	158,10	138,45	11,44	67,20	-74,59	302,53	24,79	90,55	73,63	31,78	163,35	134,72	92,60	98,17	70,83	7,661	-56,80	-24,58	57,36	60,78	108,97	335,53	24,78	1525,2	
2,336	1684237746	1210,0	140,03	168,46	138,66	145,93	109,16	163,24	78,24	25,76	117,78	120,06	60,81	156,18	149,29	157,35	91,93	149,44	30,94	38,95	109,70	114,27	173,65	107,36	104,04	25,67	72,75	157,49	138,55	10,53	67,00	-76,17	302,43	24,70	90,35	74,34	32,19	164,16	134,62	92,50	98,47	71,33	7,860	-57,59	-22,71	57,66	60,68	107,31	333,78	24,70	1525,2	
2,338	1684237746	1210,0	140,24	167,85	138,66	144,83	109,36	162,65	77,85	26,01	116,34	121,29	62,44	156,08	148,38	158,05	92,33	149,64	30,94	36,87	108,42	114,17	173,45	107,36	105,21	25,63	73,26	156,58	139,06	9,631	66,80	-75,08	301,84	24,89	90,55	74,24	30,15	163,76	133,91	92,60	98,37	71,13	7,263	-57,59	-24,09	57,75	60,39	109,85	334,07	24,65	1525,2	
2,340	1684237746	1210,0	139,62	168,06	138,25	144,32	110,16	161,95	76,67	26,06	116,65	122,01	59,59	156,58	150,10	158,65	92,53	150,64	30,94	39,05	109,50	114,76	173,06	108,53	105,40	25,59	72,75	157,29	138,45	12,34	67,00	-74,98	302,53	24,98	90,76	75,67	30,05	163,66	135,93	92,81	98,67	71,63	6,666	-57,00	-23,50	57,95	60,48	109,26	334,07	24,61	1525,2	
2,342	1684237746	1210,0	140,24	168,16	138,25	144,53	109,16	162,45	76,47	25,80	116,96	120,88	62,03	156,58	149,59	158,65	91,33	148,74	30,54	36,48	109,40	114,37	174,43	108,43	105,40	25,90	72,75	157,29	138,05	9,932	67,10	-75,58	303,42	24,68	89,73	74,04	31,17	163,66	134,62	93,21	98,17	71,63	6,666	-56,30	-22,90	58,93	62,35	109,46	334,26	24,85	1525,2	
2,344	1684237746	1210,0	139,83	168,26	138,76	145,23	110,16	162,74	77,65	25,96	116,65	121,19	60,81	155,97	150,10	158,05	91,93	149,14	30,14	38,06	109,11	114,56	173,45	106,77	104,43	25,65	72,75	156,88	138,45	11,44	67,40	-74,98	303,12	24,87	90,24	74,65	31,17	163,25	135,33	92,81	98,27	71,23	6,467	-56,01	-24,48	57,36	60,48	108,48	333,88	24,68	1525,2	
2,346	1684237746	1210,0	139,42	167,75	138,76	145,83	108,77	162,45	77,65	25,93	116,44	121,09	61,32	156,18	149,49	158,86	90,73	149,44	31,53	36,97	109,11	113,38	173,45	107,94	104,04	25,65	72,75	156,27	138,45	11,44	68,20	-75,18	303,02	24,88	89,73	74,34	31,28	162,24	134,72	93,91	98,97	71,43	7,661	-57,00	-24,48	56,18	60,39	110,63	334,65	24,75	1525,2	
2,348	1684237746	1210,0	139,83	167,04	138,36	144,02	109,66	162,55	77,06	25,85	116,24	122,01	60,20	156,79	149,49	158,45	91,93	149,64	30,94	37,77	109,50	114,17	174,53	107,36	105,40	25,65	72,75	156,68	138,05	11,44	67,20	-74,39	302,43	24,73	90,04	75,67	30,56	163,05	135,93	93,61	98,27	71,83	7,263	-58,19	-23,20	57,75	60,97	108,87	333,88	24,68	1525,2	
